Time,Time Delta,oa_temp,ef4cmd,ef4opr,filter,freeze,humvalve,hwrtemp,hwvalve,outair,outaircmd,preheatintemp,preheatouttemp,preheattemp,preheatvalve,satemp,sfancmd,sfanopr,sfanstatic,sfansuc,sfanvfd,smoke,spacehumid,spacetemp,supplyhumid,vfdalarm,cwrtemp,cwvalve,face,rm433cwrtemp,rm433cwvalve,rm433temp,rm433tempalarm,rm609cwrtemp,rm609cwvalve,rm609temp,cfclevel,chillercmd,comp1oper,comp2oper,cwstemp,highsidepress,isovalves,lowsidepress,pump3cmd,pump3oper,mainchillercmd,pump5cmd,pump5oper,hhwsetpoint,hwstemp,oatmanadj,pump1acmd,pump1aoper,pump1bcmd,pump1boper,pump4cmd,pump4oper,steamvalve,valveposition,entrancelights,flr3lights,flr4lights,flr4temp,flr5lights,flr6lights,flr6temp,instrumentair,toiletexcmd,toiletexopr,pump6cmd,pump6oper,pump2cmd,pump2oper
2017-03-14 10:13:20.273736,386.096791,20.87,On,On,Off,Normal,0.00,140.98,52.73,Open,Open,29.61,29.97,49.62,100.00,63.51,On,On,On,On,80.0,On,15.77,65.10,7.16,On,249.45,0.00,53.12,62.05,0.00,68.46,Normal,59.73,0.67,71.66,0.0,On,Off,Off,77.42,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.02,20.98,On,On,On,On,Off,Off,34.62,Heating,On,On,On,76.74,On,On,82.02,On,On,Off,On,On,On,On
2017-03-14 10:13:23.276783,389.099838,20.87,On,On,Off,Normal,0.00,140.98,52.73,Open,Open,29.61,29.97,49.62,100.00,63.51,On,On,On,On,80.0,On,15.77,65.10,7.16,On,249.45,0.00,53.12,62.05,0.00,68.46,Normal,59.73,0.67,71.66,0.0,On,Off,Off,77.42,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.02,20.87,On,On,On,Off,Off,Off,34.62,Heating,On,On,On,76.74,On,On,82.02,On,On,Off,On,On,On,On
2017-03-14 10:13:26.046820,391.869875,20.87,On,On,Off,Normal,0.00,140.98,52.73,Open,Open,29.61,29.97,49.62,100.00,63.51,On,On,On,On,80.0,On,15.77,65.10,7.16,On,249.45,0.00,53.12,62.05,0.00,68.46,Normal,59.76,0.67,71.80,0.0,On,Off,Off,77.42,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.02,20.87,On,On,On,Off,Off,Off,34.62,Heating,On,On,On,76.74,On,On,82.02,On,On,Off,On,On,On,On
2017-03-14 10:13:28.894680,394.717735,20.87,On,On,Off,Normal,0.00,140.98,52.73,Open,Open,29.61,29.97,49.62,100.00,63.51,On,On,On,On,80.0,On,15.77,65.10,7.16,On,249.45,0.00,53.12,62.05,0.00,68.46,Normal,59.76,2.57,71.80,0.0,On,Off,Off,77.42,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.02,20.87,On,On,On,Off,Off,Off,34.62,Heating,On,On,On,76.74,On,On,82.02,On,On,Off,On,On,On,On
2017-03-14 10:13:31.792771,397.615826,20.87,On,On,Off,Normal,0.00,141.08,52.73,Open,Open,29.61,29.97,49.62,100.00,63.51,On,On,On,On,80.0,On,15.74,65.10,7.16,On,249.45,0.00,53.12,62.05,0.00,68.46,Normal,59.76,2.57,71.80,0.0,On,Off,Off,77.42,223.1,Secondary,209.7,On,On,Off,Off,Off,147.10,145.22,20.87,On,On,On,Off,Off,Off,34.24,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:34.708343,400.531398,20.87,On,On,Off,Normal,0.00,141.08,53.00,Open,Open,29.61,29.97,49.75,100.00,63.33,On,On,On,On,80.0,On,15.74,65.10,7.26,On,249.45,0.00,53.63,61.80,0.00,68.44,Normal,59.76,2.57,71.80,0.0,On,Off,Off,77.50,223.1,Secondary,209.7,On,On,Off,Off,Off,147.10,145.22,20.87,On,On,On,Off,Off,Off,34.24,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:37.739828,403.562883,20.87,On,On,Off,Normal,0.00,141.08,53.00,Open,Open,29.61,29.97,49.75,100.00,63.33,On,On,On,On,80.0,On,15.74,65.10,7.26,On,249.45,0.00,53.63,61.80,0.00,68.44,Normal,59.76,2.57,71.80,0.0,On,Off,Off,77.50,223.0,Secondary,209.7,On,On,Off,Off,Off,147.10,145.22,20.87,On,On,On,Off,Off,Off,34.24,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:40.698268,406.521323,20.87,On,On,Off,Normal,0.00,141.08,53.00,Open,Open,29.61,29.97,49.75,100.00,63.33,On,On,On,On,80.0,On,15.74,66.18,7.26,On,249.45,0.00,53.63,61.80,0.00,68.44,Normal,59.76,2.57,71.80,0.0,On,Off,Off,77.50,223.0,Secondary,209.7,On,On,Off,Off,Off,147.10,145.22,20.87,On,On,On,Off,Off,Off,34.24,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:43.535088,409.358143,20.87,On,On,Off,Normal,0.00,141.08,53.00,Open,Open,29.61,29.97,49.75,100.00,63.33,On,On,On,On,80.0,On,15.74,66.18,7.26,On,249.45,0.00,53.63,61.80,0.00,68.44,Normal,59.83,2.57,71.99,0.0,On,Off,Off,77.50,223.0,Secondary,209.7,On,On,Off,Off,Off,147.10,145.22,20.87,On,On,On,Off,Off,Off,34.24,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:46.615112,412.439168,20.73,On,On,Off,Normal,0.00,141.08,53.00,Open,Open,29.61,29.97,49.75,100.00,63.33,On,On,On,On,80.0,On,15.74,66.18,7.26,On,249.45,0.00,53.63,61.80,0.00,68.44,Normal,59.83,12.65,71.99,0.0,On,Off,Off,77.50,223.0,Secondary,209.7,On,On,Off,Off,Off,147.10,145.22,20.87,On,On,On,Off,Off,Off,34.24,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:49.417789,415.240844,20.73,On,On,Off,Normal,0.00,141.24,53.00,Open,Open,29.61,29.97,49.75,100.00,63.33,On,On,On,On,80.0,On,15.74,66.18,7.26,On,249.45,0.00,53.63,61.80,0.00,68.44,Normal,59.83,12.65,71.99,0.0,On,Off,Off,77.50,223.0,Secondary,209.7,On,On,Off,Off,Off,147.24,145.30,20.87,On,On,On,Off,Off,Off,34.49,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:52.379794,418.202849,20.73,On,On,Off,Normal,0.00,141.24,52.66,Open,Open,29.61,29.97,49.75,100.00,63.33,On,On,On,On,80.0,On,15.75,66.05,7.26,On,249.45,0.00,53.29,61.80,0.00,68.44,Normal,59.83,12.65,71.99,0.0,On,Off,Off,77.48,223.0,Secondary,209.7,On,On,Off,Off,Off,147.24,145.30,20.87,On,On,On,Off,Off,Off,34.49,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:55.228057,421.051112,20.73,On,On,Off,Normal,0.00,141.24,52.66,Open,Open,29.61,29.97,49.46,100.00,63.67,On,On,On,On,80.0,On,15.75,66.05,7.24,On,249.45,0.00,53.29,61.80,0.00,68.38,Normal,59.83,12.65,71.99,0.0,On,Off,Off,77.48,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.30,20.87,On,On,On,Off,Off,Off,34.49,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:58.106577,423.929632,20.73,On,On,Off,Normal,0.00,141.24,52.66,Open,Open,29.61,29.97,49.46,100.00,63.67,On,On,On,On,80.0,On,15.75,66.05,7.24,On,249.45,0.00,53.29,61.80,0.00,68.38,Normal,59.84,12.65,71.56,0.0,On,Off,Off,77.48,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.30,20.87,On,On,On,Off,Off,Off,34.49,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:00.817863,426.640918,20.73,On,On,Off,Normal,0.00,141.24,52.66,Open,Open,29.61,29.97,49.46,100.00,63.67,On,On,On,On,80.0,On,15.75,66.05,7.24,On,249.45,0.00,53.29,61.80,0.00,68.38,Normal,59.84,7.49,71.56,0.0,On,Off,Off,77.48,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.30,20.87,On,On,On,Off,Off,Off,34.49,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:03.850928,429.673983,20.73,On,On,Off,Normal,0.00,141.37,52.66,Open,Open,29.61,29.97,49.46,100.00,63.67,On,On,On,On,80.0,On,15.75,66.05,7.24,On,249.45,0.00,53.29,61.80,0.00,68.38,Normal,59.84,7.49,71.56,0.0,On,Off,Off,77.48,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.52,20.87,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:06.788243,432.611298,20.73,On,On,Off,Normal,0.00,141.37,52.66,Open,Open,29.61,29.97,49.46,100.00,63.67,On,On,On,On,80.0,On,15.75,65.68,7.24,On,249.45,0.00,53.29,61.80,0.00,68.38,Normal,59.84,7.49,71.56,0.0,On,Off,Off,77.43,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.52,20.87,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:09.678934,435.501989,20.73,On,On,Off,Normal,0.00,141.37,52.66,Open,Open,29.61,29.97,49.46,100.00,63.67,On,On,On,On,80.0,On,15.75,65.68,7.24,On,249.45,0.00,53.29,61.80,0.00,68.38,Normal,59.84,7.49,71.56,0.0,On,Off,Off,77.43,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.52,20.87,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:12.518504,438.341559,20.73,On,On,Off,Normal,0.00,141.37,52.66,Open,Open,29.61,29.97,49.46,100.00,63.67,On,On,On,On,80.0,On,15.75,65.68,7.24,On,249.45,0.00,53.29,61.80,0.00,68.38,Normal,59.81,7.49,71.77,0.0,On,Off,Off,77.43,223.2,Secondary,209.7,On,On,Off,Off,Off,147.24,145.52,20.73,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:15.462011,441.285066,20.73,On,On,Off,Normal,0.00,141.37,52.66,Open,Open,29.61,29.97,49.35,100.00,63.66,On,On,On,On,80.0,On,15.73,65.68,7.27,On,249.45,0.00,53.29,61.92,0.00,68.44,Normal,59.81,0.41,71.77,0.0,On,Off,Off,77.43,223.2,Secondary,209.7,On,On,Off,Off,Off,147.24,145.52,20.73,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:18.469902,444.292957,20.73,On,On,Off,Normal,0.00,141.37,53.28,Open,Open,29.61,29.97,49.35,100.00,63.66,On,On,On,On,80.0,On,15.73,65.68,7.27,On,249.45,0.00,53.41,61.92,0.00,68.44,Normal,59.81,0.41,71.77,0.0,On,Off,Off,77.43,223.2,Secondary,209.7,On,On,Off,Off,Off,147.24,145.52,20.73,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:21.337308,447.160363,20.73,On,On,Off,Normal,0.00,141.37,53.28,Open,Open,29.61,29.97,49.35,100.00,63.66,On,On,On,On,80.0,On,15.73,65.68,7.27,On,249.45,0.00,53.41,61.92,0.00,68.44,Normal,59.81,0.41,71.77,0.0,On,Off,Off,77.43,223.2,Secondary,209.7,On,On,Off,Off,Off,147.24,145.52,20.73,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:24.213335,450.03639,20.73,On,On,Off,Normal,0.00,141.59,53.28,Open,Open,29.61,29.97,49.35,100.00,63.66,On,On,On,On,80.0,On,15.73,65.73,7.27,On,249.45,0.00,53.41,61.92,0.00,68.44,Normal,59.81,0.41,71.77,0.0,On,Off,Off,77.43,223.2,Secondary,209.7,On,On,Off,Off,Off,147.24,145.66,20.73,On,On,On,Off,Off,Off,34.23,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:27.262536,453.085591,20.73,On,On,Off,Normal,0.00,141.59,53.28,Open,Open,29.61,29.97,49.35,100.00,63.66,On,On,On,On,80.0,On,15.73,65.73,7.27,On,249.45,0.00,53.41,61.92,0.00,68.44,Normal,59.81,0.41,71.77,0.0,On,Off,Off,77.45,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.66,20.73,On,On,On,Off,Off,Off,34.23,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:30.450223,456.273278,20.63,On,On,Off,Normal,0.00,141.59,52.00,Open,Open,29.61,29.97,49.71,100.00,63.97,On,On,On,On,80.0,On,15.72,65.73,7.15,On,249.45,0.00,53.47,62.07,0.00,68.49,Normal,59.81,4.28,71.84,0.0,On,Off,Off,77.45,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.66,20.73,On,On,On,Off,Off,Off,34.23,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:33.417414,459.240469,20.63,On,On,Off,Normal,0.00,141.59,52.00,Open,Open,29.61,29.97,49.71,100.00,63.97,On,On,On,On,80.0,On,15.72,65.73,7.15,On,249.45,0.00,53.47,62.07,0.00,68.49,Normal,59.81,4.28,71.84,0.0,On,Off,Off,77.45,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.66,20.73,On,On,On,Off,Off,Off,34.23,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:36.292866,462.115921,20.63,On,On,Off,Normal,0.00,141.59,52.00,Open,Open,29.61,29.97,49.71,100.00,63.97,On,On,On,On,80.0,On,15.72,66.30,7.15,On,249.45,0.00,53.47,62.07,0.00,68.49,Normal,59.81,4.28,71.84,0.0,On,Off,Off,77.45,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.66,20.73,On,On,On,Off,Off,Off,34.23,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:39.322878,465.145933,20.63,On,On,Off,Normal,0.00,141.72,52.00,Open,Open,29.61,29.97,49.71,100.00,63.97,On,On,On,On,80.0,On,15.72,66.30,7.15,On,249.45,0.00,53.47,62.07,0.00,68.49,Normal,59.81,4.28,71.84,0.0,On,Off,Off,77.45,223.1,Secondary,209.7,On,On,Off,Off,Off,147.41,145.87,20.73,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:42.334245,468.1573,20.63,On,On,Off,Normal,0.00,141.72,52.00,Open,Open,29.61,29.97,49.71,100.00,63.97,On,On,On,On,80.0,On,15.72,66.30,7.15,On,249.45,0.00,53.47,62.07,0.00,68.49,Normal,59.81,4.28,71.84,0.0,On,Off,Off,77.49,223.1,Secondary,209.7,On,On,Off,Off,Off,147.41,145.87,20.73,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:45.182173,471.005228,20.63,On,On,Off,Normal,0.00,141.72,52.00,Open,Open,29.61,29.97,49.71,100.00,63.97,On,On,On,On,80.0,On,15.83,66.30,7.15,On,249.45,0.00,53.47,62.07,0.00,68.49,Normal,59.81,4.28,71.84,0.0,On,Off,Off,77.49,223.1,Secondary,209.7,On,On,Off,Off,Off,147.41,145.87,20.63,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:48.163412,473.986467,20.63,On,On,Off,Normal,0.00,141.72,51.97,Open,Open,29.61,29.97,49.24,100.00,64.20,On,On,On,On,80.0,On,15.83,66.30,7.19,On,249.45,0.00,53.34,61.92,0.00,68.48,Normal,60.00,4.28,71.91,0.0,On,Off,Off,77.49,223.1,Secondary,209.7,On,On,Off,Off,Off,147.41,145.87,20.63,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:51.253293,477.076348,20.63,On,On,Off,Normal,0.00,141.72,51.97,Open,Open,29.61,29.97,49.24,100.00,64.20,On,On,On,On,80.0,On,15.83,67.35,7.19,On,249.45,0.00,53.34,61.92,0.00,68.48,Normal,60.00,3.45,71.91,0.0,On,Off,Off,77.49,223.1,Secondary,209.7,On,On,Off,Off,Off,147.41,145.87,20.63,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:54.163942,479.986997,20.63,On,On,Off,Normal,0.00,141.72,51.97,Open,Open,29.61,29.97,49.24,100.00,64.20,On,On,On,On,80.0,On,15.83,67.35,7.19,On,249.45,0.00,53.34,61.92,0.00,68.48,Normal,60.00,3.45,71.91,0.0,On,Off,Off,77.49,223.1,Secondary,209.7,On,On,Off,Off,Off,147.41,145.87,20.63,On,On,On,Off,Off,Off,34.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:14:57.193464,483.016519,20.63,On,On,Off,Normal,0.00,141.92,51.97,Open,Open,29.61,29.97,49.24,100.00,64.20,On,On,On,On,80.0,On,15.83,67.35,7.19,On,249.45,0.00,53.34,61.92,0.00,68.48,Normal,60.00,3.45,71.91,0.0,On,Off,Off,77.49,223.1,Secondary,209.7,On,On,Off,Off,Off,147.41,146.02,20.63,On,On,On,Off,Off,Off,34.16,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:00.150888,485.973943,20.63,On,On,Off,Normal,0.00,141.92,51.97,Open,Open,29.61,29.97,49.24,100.00,64.20,On,On,On,On,80.0,On,15.83,67.35,7.19,On,249.45,0.00,53.34,61.92,0.00,68.48,Normal,59.85,3.45,71.83,0.0,On,Off,Off,77.49,223.1,Secondary,209.7,On,On,Off,Off,Off,147.41,146.02,20.63,On,On,On,Off,Off,Off,34.16,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:03.114038,488.937093,20.63,On,On,Off,Normal,0.00,141.92,51.61,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.76,67.35,7.15,On,249.45,0.00,53.13,62.01,0.00,68.59,Normal,59.85,3.85,71.83,0.0,On,Off,Off,77.49,223.1,Secondary,209.6,On,On,Off,Off,Off,147.41,146.02,20.63,On,On,On,Off,Off,Off,34.16,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:05.977122,491.800177,20.63,On,On,Off,Normal,0.00,141.92,51.61,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.76,66.41,7.15,On,249.45,0.00,53.13,62.01,0.00,68.59,Normal,59.85,3.85,71.83,0.0,On,Off,Off,77.49,223.1,Secondary,209.6,On,On,Off,Off,Off,147.41,146.02,20.63,On,On,On,Off,Off,Off,34.16,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:08.852615,494.67567,20.63,On,On,Off,Normal,0.00,141.92,51.61,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.76,66.41,7.15,On,249.45,0.00,53.13,62.01,0.00,68.59,Normal,59.85,3.85,71.83,0.0,On,Off,Off,77.49,223.1,Secondary,209.6,On,On,Off,Off,Off,147.41,146.02,20.63,On,On,On,Off,Off,Off,34.16,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:11.754667,497.577722,20.63,On,On,Off,Normal,0.00,142.07,51.61,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.76,66.41,7.15,On,249.45,0.00,53.13,62.01,0.00,68.59,Normal,59.85,3.85,71.83,0.0,On,Off,Off,77.49,223.1,Secondary,209.6,On,On,Off,Off,Off,147.41,146.23,20.63,On,On,On,Off,Off,Off,33.93,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:14.493174,500.316229,20.63,On,On,Off,Normal,0.00,142.07,51.61,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.76,66.41,7.15,On,249.45,0.00,53.13,62.01,0.00,68.59,Normal,59.89,3.85,71.83,0.0,On,Off,Off,77.42,223.1,Secondary,209.6,On,On,Off,Off,Off,147.41,146.23,20.63,On,On,On,Off,Off,Off,33.93,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:17.444412,503.267467,20.63,On,On,Off,Normal,0.00,142.07,51.61,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.76,66.41,7.15,On,249.45,0.00,53.13,62.01,0.00,68.59,Normal,59.89,0.18,71.77,0.0,On,Off,Off,77.42,223.0,Secondary,209.6,On,On,Off,Off,Off,147.41,146.23,20.63,On,On,On,Off,Off,Off,33.93,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:20.254239,506.077294,20.63,On,On,Off,Normal,0.00,142.07,51.61,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.70,66.96,7.15,On,249.45,0.00,53.13,62.01,0.00,68.59,Normal,59.89,0.18,71.77,0.0,On,Off,Off,77.42,223.0,Secondary,209.6,On,On,Off,Off,Off,147.41,146.23,20.63,On,On,On,Off,Off,Off,33.93,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:23.091303,508.914358,20.63,On,On,Off,Normal,0.00,142.07,51.08,Open,Open,29.61,29.97,49.62,100.00,64.49,On,On,On,On,80.0,On,15.70,66.96,7.29,On,249.45,0.00,53.08,61.72,0.00,68.32,Normal,59.89,0.18,71.77,0.0,On,Off,Off,77.42,223.0,Secondary,209.6,On,On,Off,Off,Off,147.41,146.23,20.63,On,On,On,Off,Off,Off,33.93,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:26.172834,511.995889,20.63,On,On,Off,Normal,0.00,142.26,51.08,Open,Open,29.61,29.97,49.62,100.00,64.49,On,On,On,On,80.0,On,15.70,66.96,7.29,On,249.45,0.00,53.08,61.72,0.00,68.32,Normal,59.89,0.18,71.77,0.0,On,Off,Off,77.42,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.31,20.63,On,On,On,Off,Off,Off,34.15,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:29.038781,514.861836,20.63,On,On,Off,Normal,0.00,142.26,51.08,Open,Open,29.61,29.97,49.62,100.00,64.49,On,On,On,On,80.0,On,15.70,66.96,7.29,On,249.45,0.00,53.08,61.72,0.00,68.32,Normal,59.89,0.18,71.77,0.0,On,Off,Off,77.42,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.31,20.63,On,On,On,Off,Off,Off,34.15,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:31.997282,517.820337,20.63,On,On,Off,Normal,0.00,142.26,51.08,Open,Open,29.61,29.97,49.62,100.00,64.49,On,On,On,On,80.0,On,15.70,66.96,7.29,On,249.45,0.00,53.08,61.72,0.00,68.32,Normal,59.89,0.18,71.77,0.0,On,Off,Off,77.42,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.31,20.63,On,On,On,Off,Off,Off,34.15,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:34.902020,520.725075,20.63,On,On,Off,Normal,0.00,142.26,51.08,Open,Open,29.61,29.97,49.62,100.00,64.49,On,On,On,On,80.0,On,15.70,65.90,7.29,On,249.45,0.00,53.08,61.72,0.00,68.32,Normal,59.76,5.68,71.93,0.0,On,Off,Off,77.42,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.31,20.63,On,On,On,Off,Off,Off,34.15,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:37.765111,523.588166,20.63,On,On,Off,Normal,0.00,142.26,51.08,Open,Open,29.61,29.97,49.62,100.00,64.49,On,On,On,On,80.0,On,15.70,65.90,7.29,On,249.45,0.00,53.08,61.72,0.00,68.32,Normal,59.76,5.68,71.93,0.0,On,Off,Off,77.42,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.31,20.63,On,On,On,Off,Off,Off,34.15,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:40.613640,526.436695,20.63,On,On,Off,Normal,0.00,142.35,51.02,Open,Open,29.61,29.97,49.62,100.00,64.49,On,On,On,On,80.0,On,15.73,65.90,7.29,On,249.45,0.00,53.36,61.72,0.00,68.32,Normal,59.76,5.68,71.93,0.0,On,Off,Off,77.49,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.52,20.63,On,On,On,Off,Off,Off,33.85,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:43.427508,529.250563,20.63,On,On,Off,Normal,0.00,142.35,51.02,Open,Open,29.61,29.97,49.51,100.00,64.48,On,On,On,On,80.0,On,15.73,65.90,7.13,On,249.45,0.00,53.36,61.81,0.00,68.41,Normal,59.76,5.68,71.93,0.0,On,Off,Off,77.49,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.52,20.63,On,On,On,Off,Off,Off,33.85,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:46.180874,532.003929,20.63,On,On,Off,Normal,0.00,142.35,51.02,Open,Open,29.61,29.97,49.51,100.00,64.48,On,On,On,On,80.0,On,15.73,65.90,7.13,On,249.45,0.00,53.36,61.81,0.00,68.41,Normal,59.76,5.68,71.93,0.0,On,Off,Off,77.49,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.52,20.63,On,On,On,On,Off,Off,33.85,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:49.092380,534.915435,20.63,On,On,Off,Normal,0.00,142.35,51.02,Open,Open,29.61,29.97,49.51,100.00,64.48,On,On,On,On,80.0,On,15.73,65.90,7.13,On,249.45,0.00,53.36,61.81,0.00,68.41,Normal,59.69,5.68,71.79,0.0,On,Off,Off,77.49,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.52,20.63,On,On,On,On,Off,Off,33.85,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:52.060162,537.883217,20.63,On,On,Off,Normal,0.00,142.35,51.02,Open,Open,29.61,29.97,49.51,100.00,64.48,On,On,On,On,80.0,On,15.73,65.90,7.13,On,249.45,0.00,53.36,61.81,0.00,68.41,Normal,59.69,2.64,71.79,0.0,On,Off,Off,77.49,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.52,20.63,On,On,On,On,Off,Off,33.85,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
