Time,Time Delta,oa_temp,ef4cmd,ef4opr,filter,freeze,humvalve,hwrtemp,hwvalve,outair,outaircmd,preheatintemp,preheatouttemp,preheattemp,preheatvalve,satemp,sfancmd,sfanopr,sfanstatic,sfansuc,sfanvfd,smoke,spacehumid,spacetemp,supplyhumid,vfdalarm,cwrtemp,cwvalve,face,rm433cwrtemp,rm433cwvalve,rm433temp,rm433tempalarm,rm609cwrtemp,rm609cwvalve,rm609temp,cfclevel,chillercmd,comp1oper,comp2oper,cwstemp,highsidepress,isovalves,lowsidepress,pump3cmd,pump3oper,mainchillercmd,pump5cmd,pump5oper,hhwsetpoint,hwstemp,oatmanadj,pump1acmd,pump1aoper,pump1bcmd,pump1boper,pump4cmd,pump4oper,steamvalve,valveposition,entrancelights,flr3lights,flr4lights,flr4temp,flr5lights,flr6lights,flr6temp,instrumentair,toiletexcmd,toiletexopr,pump6cmd,pump6oper,pump2cmd,pump2oper
2017-03-14 10:10:44.851018,230.674073,20.97,On,On,Off,Normal,0.00,139.83,51.16,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.77,66.21,7.24,On,249.45,0.00,53.67,61.85,0.00,68.49,Normal,59.85,12.47,72.08,0.0,On,Off,Off,77.50,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.59,21.09,On,On,On,On,Off,Off,33.89,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:10:47.837223,233.660278,20.97,On,On,Off,Normal,0.00,139.83,51.16,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.77,66.21,7.24,On,249.45,0.00,53.67,61.85,0.00,68.49,Normal,59.85,12.47,72.08,0.0,On,Off,Off,77.50,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.59,21.09,On,On,On,On,Off,Off,33.89,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:10:50.754239,236.577294,20.97,On,On,Off,Normal,0.00,139.96,51.16,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.77,66.21,7.24,On,249.45,0.00,53.67,61.85,0.00,68.49,Normal,59.85,12.47,72.08,0.0,On,Off,Off,77.52,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.79,21.09,On,On,On,On,Off,Off,33.83,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:10:53.794300,239.617355,20.97,On,On,Off,Normal,0.00,139.96,51.16,Open,Open,29.61,29.97,49.64,100.00,64.08,On,On,On,On,80.0,On,15.77,66.21,7.24,On,249.45,0.00,53.67,61.85,0.00,68.49,Normal,59.85,12.47,72.08,0.0,On,Off,Off,77.52,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.79,21.09,On,On,On,On,Off,Off,33.83,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:10:56.758403,242.581458,20.97,On,On,Off,Normal,0.00,139.96,51.29,Open,Open,29.61,29.97,49.49,100.00,64.30,On,On,On,On,80.0,On,15.66,66.21,7.25,On,249.45,0.00,53.21,61.78,0.00,68.39,Normal,59.85,12.47,72.08,0.0,On,Off,Off,77.52,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.79,20.97,On,On,On,On,Off,Off,33.83,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:10:59.574999,245.398054,20.97,On,On,Off,Normal,0.00,139.96,51.29,Open,Open,29.61,29.97,49.49,100.00,64.30,On,On,On,On,80.0,On,15.66,66.21,7.25,On,249.45,0.00,53.21,61.78,0.00,68.39,Normal,59.79,12.47,71.92,0.0,On,Off,Off,77.52,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.79,20.97,On,On,On,On,Off,Off,33.83,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:02.624786,248.447841,20.97,On,On,Off,Normal,0.00,140.13,51.29,Open,Open,29.61,29.97,49.49,100.00,64.30,On,On,On,On,80.0,On,15.66,65.26,7.25,On,249.45,0.00,53.21,61.78,0.00,68.39,Normal,59.79,5.64,71.92,0.0,On,Off,Off,77.48,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.93,20.97,On,On,On,On,Off,Off,33.92,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:05.755768,251.578823,20.97,On,On,Off,Normal,0.00,140.13,51.29,Open,Open,29.61,29.97,49.49,100.00,64.30,On,On,On,On,80.0,On,15.66,65.26,7.25,On,249.45,0.00,53.21,61.78,0.00,68.39,Normal,59.79,5.64,71.92,0.0,On,Off,Off,77.48,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.93,20.97,On,On,On,On,Off,Off,33.92,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:08.777776,254.600831,20.97,On,On,Off,Normal,0.00,140.13,51.29,Open,Open,29.61,29.97,49.49,100.00,64.30,On,On,On,On,80.0,On,15.66,65.26,7.25,On,249.45,0.00,53.21,61.78,0.00,68.39,Normal,59.79,5.64,71.92,0.0,On,Off,Off,77.48,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.93,20.97,On,On,On,On,Off,Off,33.92,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:11.684919,257.507974,20.97,On,On,Off,Normal,0.00,140.13,51.29,Open,Open,29.61,29.97,49.49,100.00,64.30,On,On,On,On,80.0,On,15.66,65.26,7.25,On,249.45,0.00,53.21,61.78,0.00,68.39,Normal,59.79,5.64,71.92,0.0,On,Off,Off,77.48,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.93,20.97,On,On,On,On,Off,Off,33.92,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:14.650857,260.474412,20.86,On,On,Off,Normal,0.00,140.13,51.29,Open,Open,29.61,29.97,49.49,100.00,64.30,On,On,On,On,80.0,On,15.66,64.98,7.25,On,249.45,0.00,53.21,61.78,0.00,68.39,Normal,59.79,5.64,71.92,0.0,On,Off,Off,77.48,223.1,Secondary,209.8,On,On,Off,Off,Off,146.96,143.93,20.97,On,On,On,On,Off,Off,33.92,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:17.510419,263.333474,20.86,On,On,Off,Normal,0.00,140.29,51.29,Open,Open,29.61,29.97,49.49,100.00,64.30,On,On,On,On,80.0,On,15.66,64.98,7.25,On,249.45,0.00,53.21,61.78,0.00,68.39,Normal,59.74,5.64,71.75,0.0,On,Off,Off,77.48,223.1,Secondary,209.8,On,On,Off,Off,Off,147.13,144.11,20.97,On,On,On,On,Off,Off,34.17,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:20.505217,266.328272,20.86,On,On,Off,Normal,0.00,140.29,51.29,Open,Open,29.61,29.97,49.49,100.00,64.30,On,On,On,On,80.0,On,15.72,64.98,7.25,On,249.45,0.00,53.21,61.78,0.00,68.39,Normal,59.74,0.00,71.75,0.0,On,Off,Off,77.49,223.1,Secondary,209.8,On,On,Off,Off,Off,147.13,144.11,20.97,On,On,On,On,Off,Off,34.17,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:23.469360,269.292415,20.86,On,On,Off,Normal,0.00,140.29,51.67,Open,Open,29.61,29.97,49.49,100.00,64.30,On,On,On,On,80.0,On,15.72,64.98,7.25,On,249.45,0.00,53.12,61.78,0.00,68.39,Normal,59.74,0.00,71.75,0.0,On,Off,Off,77.49,223.1,Secondary,209.8,On,On,Off,Off,Off,147.13,144.11,20.97,On,On,On,On,Off,Off,34.17,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:26.536900,272.359955,20.86,On,On,Off,Normal,0.00,140.29,51.67,Open,Open,29.61,29.97,49.49,100.00,64.06,On,On,On,On,80.0,On,15.72,64.98,7.24,On,249.45,0.00,53.12,61.99,0.00,68.46,Normal,59.74,0.00,71.75,0.0,On,Off,Off,77.49,223.1,Secondary,209.8,On,On,Off,Off,Off,147.13,144.11,20.97,On,On,On,On,Off,Off,34.17,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:29.424753,275.247808,20.86,On,On,Off,Normal,0.00,140.29,51.67,Open,Open,29.61,29.97,49.49,100.00,64.06,On,On,On,On,80.0,On,15.72,64.98,7.24,On,249.45,0.00,53.12,61.99,0.00,68.46,Normal,59.74,0.00,71.75,0.0,On,Off,Off,77.49,223.1,Secondary,209.8,On,On,Off,Off,Off,147.13,144.11,20.97,On,On,On,On,Off,Off,34.17,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:32.185200,278.008255,20.86,On,On,Off,Normal,0.00,140.29,51.67,Open,Open,29.61,29.97,49.49,100.00,64.06,On,On,On,On,80.0,On,15.72,64.98,7.24,On,249.45,0.00,53.12,61.99,0.00,68.46,Normal,59.85,0.00,71.92,0.0,On,Off,Off,77.49,223.1,Secondary,209.8,On,On,Off,Off,Off,147.13,144.11,20.97,On,On,On,On,Off,Off,34.17,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:35.054736,280.877791,20.86,On,On,Off,Normal,0.00,140.38,51.67,Open,Open,29.61,29.97,49.49,100.00,64.06,On,On,On,On,80.0,On,15.72,64.98,7.24,On,249.45,0.00,53.12,61.99,0.00,68.46,Normal,59.85,6.18,71.92,0.0,On,Off,Off,77.46,223.1,Secondary,209.8,On,On,Off,Off,Off,147.13,144.26,20.97,On,On,On,On,Off,Off,34.23,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:37.907919,283.730974,20.86,On,On,Off,Normal,0.00,140.38,51.67,Open,Open,29.61,29.97,49.49,100.00,64.06,On,On,On,On,80.0,On,15.72,66.29,7.24,On,249.45,0.00,53.12,61.99,0.00,68.46,Normal,59.85,6.18,71.92,0.0,On,Off,Off,77.46,223.1,Secondary,209.8,On,On,Off,Off,Off,147.13,144.26,20.97,On,On,On,On,Off,Off,34.23,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:40.775659,286.598714,20.86,On,On,Off,Normal,0.00,140.38,51.96,Open,Open,29.61,29.97,49.26,100.00,63.84,On,On,On,On,80.0,On,15.76,66.29,7.29,On,249.45,0.00,53.22,61.66,0.00,68.48,Normal,59.85,6.18,71.92,0.0,On,Off,Off,77.46,223.2,Secondary,209.7,On,On,Off,Off,Off,147.13,144.26,20.97,On,On,On,On,Off,Off,34.23,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:43.708264,289.531319,20.86,On,On,Off,Normal,0.00,140.38,51.96,Open,Open,29.61,29.97,49.26,100.00,63.84,On,On,On,On,80.0,On,15.76,66.29,7.29,On,249.45,0.00,53.22,61.66,0.00,68.48,Normal,59.85,6.18,71.92,0.0,On,Off,Off,77.46,223.2,Secondary,209.7,On,On,Off,Off,Off,147.13,144.26,20.97,On,On,On,On,Off,Off,34.23,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:46.604244,292.427299,20.86,On,On,Off,Normal,0.00,140.42,51.96,Open,Open,29.61,29.97,49.26,100.00,63.84,On,On,On,On,80.0,On,15.76,66.29,7.29,On,249.45,0.00,53.22,61.66,0.00,68.48,Normal,59.85,6.18,71.92,0.0,On,Off,Off,77.46,223.2,Secondary,209.7,On,On,Off,Off,Off,147.13,144.36,20.97,On,On,On,On,Off,Off,34.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:49.689236,295.512291,20.86,On,On,Off,Normal,0.00,140.42,51.96,Open,Open,29.61,29.97,49.26,100.00,63.84,On,On,On,On,80.0,On,15.76,66.29,7.29,On,249.45,0.00,53.22,61.66,0.00,68.48,Normal,59.95,10.50,72.04,0.0,On,Off,Off,77.47,223.2,Secondary,209.7,On,On,Off,Off,Off,147.13,144.36,20.97,On,On,On,On,Off,Off,34.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:52.797839,298.620894,20.86,On,On,Off,Normal,0.00,140.42,51.96,Open,Open,29.61,29.97,49.26,100.00,63.84,On,On,On,On,80.0,On,15.76,67.10,7.29,On,249.45,0.00,53.22,61.66,0.00,68.48,Normal,59.95,10.50,72.04,0.0,On,Off,Off,77.47,223.2,Secondary,209.7,On,On,Off,Off,Off,147.13,144.36,20.86,On,On,On,On,Off,Off,34.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:55.741101,301.564156,20.86,On,On,Off,Normal,0.00,140.42,51.96,Open,Open,29.61,29.97,49.26,100.00,63.84,On,On,On,On,80.0,On,15.76,67.10,7.29,On,249.45,0.00,53.22,61.66,0.00,68.48,Normal,59.95,10.50,72.04,0.0,On,Off,Off,77.47,223.2,Secondary,209.7,On,On,Off,Off,Off,147.13,144.36,20.86,On,On,On,On,Off,Off,34.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:11:58.655820,304.478875,20.86,On,On,Off,Normal,0.00,140.42,52.25,Open,Open,29.61,29.97,49.26,100.00,63.84,On,On,On,On,80.0,On,15.76,67.10,7.29,On,249.45,0.00,53.45,61.66,0.00,68.48,Normal,59.95,10.50,72.04,0.0,On,Off,Off,77.47,223.2,Secondary,209.7,On,On,Off,Off,Off,147.13,144.36,20.86,On,On,On,On,Off,Off,34.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:01.556881,307.379936,20.86,On,On,Off,Normal,0.00,140.42,52.25,Open,Open,29.61,29.97,49.61,100.00,63.62,On,On,On,On,80.0,On,15.76,67.10,7.12,On,249.45,0.00,53.45,61.81,0.00,68.50,Normal,59.95,10.50,72.04,0.0,On,Off,Off,77.47,223.2,Secondary,209.7,On,On,Off,Off,Off,147.13,144.36,20.86,On,On,On,On,Off,Off,34.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:04.544333,310.367388,20.86,On,On,Off,Normal,0.00,140.56,52.25,Open,Open,29.61,29.97,49.61,100.00,63.62,On,On,On,On,80.0,On,15.76,67.10,7.12,On,249.45,0.00,53.45,61.81,0.00,68.50,Normal,59.85,10.50,71.75,0.0,On,Off,Off,77.47,223.2,Secondary,209.7,On,On,Off,Off,Off,147.13,144.55,20.86,On,On,On,On,Off,Off,34.26,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:07.608562,313.431617,20.86,On,On,Off,Normal,0.00,140.56,52.25,Open,Open,29.61,29.97,49.61,100.00,63.62,On,On,On,On,80.0,On,15.76,67.10,7.12,On,249.45,0.00,53.45,61.81,0.00,68.50,Normal,59.85,3.51,71.75,0.0,On,Off,Off,77.47,223.1,Secondary,209.7,On,On,Off,Off,Off,147.13,144.55,20.86,On,On,On,On,Off,Off,34.26,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:10.482852,316.305907,20.86,On,On,Off,Normal,0.00,140.56,52.25,Open,Open,29.61,29.97,49.61,100.00,63.62,On,On,On,On,80.0,On,15.76,64.62,7.12,On,249.45,0.00,53.45,61.81,0.00,68.50,Normal,59.85,3.51,71.75,0.0,On,Off,Off,77.47,223.1,Secondary,209.7,On,On,Off,Off,Off,147.13,144.55,20.86,On,On,On,On,Off,Off,34.26,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:13.436044,319.259099,20.86,On,On,Off,Normal,0.00,140.56,52.25,Open,Open,29.61,29.97,49.61,100.00,63.62,On,On,On,On,80.0,On,15.76,64.62,7.12,On,249.45,0.00,53.45,61.81,0.00,68.50,Normal,59.85,3.51,71.75,0.0,On,Off,Off,77.47,223.1,Secondary,209.7,On,On,Off,Off,Off,147.13,144.55,20.86,On,On,On,On,Off,Off,34.26,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:16.183252,322.006307,20.86,On,On,Off,Normal,0.00,140.56,52.25,Open,Open,29.61,29.97,49.61,100.00,63.62,On,On,On,On,80.0,On,15.76,64.62,7.12,On,249.45,0.00,53.45,61.81,0.00,68.50,Normal,59.85,3.51,71.75,0.0,On,Off,Off,77.47,223.1,Secondary,209.7,On,On,Off,Off,Off,147.13,144.55,20.86,On,On,On,On,Off,Off,34.26,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:18.937686,324.760741,20.98,On,On,Off,Normal,0.00,140.56,52.25,Open,Open,29.61,29.97,49.61,100.00,63.62,On,On,On,On,80.0,On,15.76,64.62,7.12,On,249.45,0.00,53.45,61.81,0.00,68.50,Normal,59.85,3.51,71.75,0.0,On,Off,Off,77.50,223.1,Secondary,209.7,On,On,Off,Off,Off,147.13,144.55,20.86,On,On,On,On,Off,Off,34.26,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:21.739620,327.562675,20.98,On,On,Off,Normal,0.00,140.56,52.25,Open,Open,29.61,29.97,49.61,100.00,63.62,On,On,On,On,80.0,On,15.74,64.62,7.12,On,249.45,0.00,53.45,61.81,0.00,68.50,Normal,59.85,3.51,71.75,0.0,On,Off,Off,77.50,223.1,Secondary,209.7,On,On,Off,Off,Off,147.13,144.55,20.86,On,On,On,On,Off,Off,34.26,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:24.726876,330.549931,20.98,On,On,Off,Normal,0.00,140.56,52.42,Open,Open,29.61,29.97,49.56,100.00,63.52,On,On,On,On,80.0,On,15.74,64.62,7.26,On,249.45,0.00,53.44,61.97,0.00,68.45,Normal,59.79,2.76,71.84,0.0,On,Off,Off,77.50,223.1,Secondary,209.7,On,On,Off,Off,Off,147.13,144.55,20.86,On,On,On,On,Off,Off,34.26,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:27.909143,333.732198,20.98,On,On,Off,Normal,0.00,140.56,52.42,Open,Open,29.61,29.97,49.56,100.00,63.52,On,On,On,On,80.0,On,15.74,64.62,7.26,On,249.45,0.00,53.44,61.97,0.00,68.45,Normal,59.79,2.76,71.84,0.0,On,Off,Off,77.50,223.1,Secondary,209.7,On,On,Off,Off,Off,147.13,144.55,20.86,On,On,On,On,Off,Off,34.26,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:30.744761,336.567816,20.98,On,On,Off,Normal,0.00,140.66,52.42,Open,Open,29.61,29.97,49.56,100.00,63.52,On,On,On,On,80.0,On,15.74,66.59,7.26,On,249.45,0.00,53.44,61.97,0.00,68.45,Normal,59.79,2.76,71.84,0.0,On,Off,Off,77.47,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.65,20.86,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:33.643980,339.467035,20.98,On,On,Off,Normal,0.00,140.66,52.42,Open,Open,29.61,29.97,49.56,100.00,63.52,On,On,On,On,80.0,On,15.74,66.59,7.26,On,249.45,0.00,53.44,61.97,0.00,68.45,Normal,59.79,2.76,71.84,0.0,On,Off,Off,77.47,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.65,20.86,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:36.589219,342.412274,20.98,On,On,Off,Normal,0.00,140.66,52.93,Open,Open,29.61,29.97,49.56,100.00,63.52,On,On,On,On,80.0,On,15.73,66.59,7.26,On,249.45,0.00,53.65,61.97,0.00,68.45,Normal,59.79,2.76,71.84,0.0,On,Off,Off,77.47,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.65,20.86,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:39.454023,345.277078,20.98,On,On,Off,Normal,0.00,140.66,52.93,Open,Open,29.61,29.97,49.78,100.00,63.38,On,On,On,On,80.0,On,15.73,66.59,7.17,On,249.45,0.00,53.65,61.65,0.00,68.46,Normal,59.84,2.76,72.07,0.0,On,Off,Off,77.47,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.65,20.86,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:42.348115,348.17117,20.98,On,On,Off,Normal,0.00,140.66,52.93,Open,Open,29.61,29.97,49.78,100.00,63.38,On,On,On,On,80.0,On,15.73,66.59,7.17,On,249.45,0.00,53.65,61.65,0.00,68.46,Normal,59.84,18.87,72.07,0.0,On,Off,Off,77.47,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.65,20.86,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:45.405379,351.228434,20.98,On,On,Off,Normal,0.00,140.76,52.93,Open,Open,29.61,29.97,49.78,100.00,63.38,On,On,On,On,80.0,On,15.73,66.00,7.17,On,249.45,0.00,53.65,61.65,0.00,68.46,Normal,59.84,18.87,72.07,0.0,On,Off,Off,77.46,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.79,20.86,On,On,On,On,Off,Off,34.56,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:48.460906,354.283961,20.98,On,On,Off,Normal,0.00,140.76,52.93,Open,Open,29.61,29.97,49.78,100.00,63.38,On,On,On,On,80.0,On,15.73,66.00,7.17,On,249.45,0.00,53.65,61.65,0.00,68.46,Normal,59.84,18.87,72.07,0.0,On,Off,Off,77.46,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.79,20.86,On,On,On,On,Off,Off,34.56,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:51.348698,357.171753,20.98,On,On,Off,Normal,0.00,140.76,52.93,Open,Open,29.61,29.97,49.78,100.00,63.38,On,On,On,On,80.0,On,15.73,66.00,7.17,On,249.45,0.00,53.65,61.65,0.00,68.46,Normal,59.84,18.87,72.07,0.0,On,Off,Off,77.46,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.79,20.86,On,On,On,On,Off,Off,34.56,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:54.110890,359.933945,20.98,On,On,Off,Normal,0.00,140.76,52.93,Open,Open,29.61,29.97,49.78,100.00,63.38,On,On,On,On,80.0,On,15.74,66.00,7.17,On,249.45,0.00,53.65,61.65,0.00,68.46,Normal,59.84,18.87,72.07,0.0,On,Off,Off,77.46,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.79,20.86,On,On,On,On,Off,Off,34.56,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:57.100658,362.923713,20.98,On,On,Off,Normal,0.00,140.76,53.14,Open,Open,29.61,29.97,49.74,100.00,63.40,On,On,On,On,80.0,On,15.74,66.00,7.18,On,249.45,0.00,53.60,61.70,0.00,68.45,Normal,59.89,12.22,71.96,0.0,On,Off,Off,77.46,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.79,20.86,On,On,On,On,Off,Off,34.56,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:12:59.911754,365.734809,20.98,On,On,Off,Normal,0.00,140.84,53.14,Open,Open,29.61,29.97,49.74,100.00,63.40,On,On,On,On,80.0,On,15.74,66.00,7.18,On,249.45,0.00,53.60,61.70,0.00,68.45,Normal,59.89,12.22,71.96,0.0,On,Off,Off,77.46,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.93,20.86,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:02.779369,368.602424,20.98,On,On,Off,Normal,0.00,140.84,53.14,Open,Open,29.61,29.97,49.74,100.00,63.40,On,On,On,On,80.0,On,15.74,65.03,7.18,On,249.45,0.00,53.60,61.70,0.00,68.45,Normal,59.89,12.22,71.96,0.0,On,Off,Off,77.48,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.93,20.86,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:05.704155,371.52721,20.87,On,On,Off,Normal,0.00,140.84,53.14,Open,Open,29.61,29.97,49.74,100.00,63.40,On,On,On,On,80.0,On,15.74,65.03,7.18,On,249.45,0.00,53.60,61.70,0.00,68.45,Normal,59.89,12.22,71.96,0.0,On,Off,Off,77.48,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.93,20.98,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:08.533904,374.356959,20.87,On,On,Off,Normal,0.00,140.84,53.14,Open,Open,29.61,29.97,49.74,100.00,63.40,On,On,On,On,80.0,On,15.74,65.03,7.18,On,249.45,0.00,53.60,61.70,0.00,68.45,Normal,59.89,12.22,71.96,0.0,On,Off,Off,77.48,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.93,20.98,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:11.607565,377.43062,20.87,On,On,Off,Normal,0.00,140.84,53.14,Open,Open,29.61,29.97,49.74,100.00,63.40,On,On,On,On,80.0,On,15.77,65.03,7.18,On,249.45,0.00,53.60,61.70,0.00,68.45,Normal,59.73,12.22,71.66,0.0,On,Off,Off,77.48,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.93,20.98,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:13:14.604513,380.427568,20.87,On,On,Off,Normal,0.00,140.84,52.73,Open,Open,29.61,29.97,49.62,100.00,63.51,On,On,On,On,80.0,On,15.77,65.03,7.16,On,249.45,0.00,53.12,62.05,0.00,68.46,Normal,59.73,0.67,71.66,0.0,On,Off,Off,77.48,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,144.93,20.98,On,On,On,On,Off,Off,34.55,Heating,On,On,On,76.74,On,On,82.02,On,On,Off,On,On,On,On
2017-03-14 10:13:17.442084,383.265139,20.87,On,On,Off,Normal,0.00,140.98,52.73,Open,Open,29.61,29.97,49.62,100.00,63.51,On,On,On,On,80.0,On,15.77,65.03,7.16,On,249.45,0.00,53.12,62.05,0.00,68.46,Normal,59.73,0.67,71.66,0.0,On,Off,Off,77.48,223.1,Secondary,209.7,On,On,Off,Off,Off,147.24,145.02,20.98,On,On,On,On,Off,Off,34.62,Heating,On,On,On,76.74,On,On,82.02,On,On,Off,On,On,On,On
