Time,Time Delta,floor2_temp,floor3_temp,floor4_temp,floor5_temp,floor6_temp,floor7_temp,floor8_temp
07:43.6,39307.32826,74.95583333333333,73.34,59.69454545454544,73.32909090909091,72.872,74.52444444444444,72.22166666666668
09:52.9,39436.66466,74.95833333333333,73.34923076923076,59.68090909090909,73.33272727272728,72.88,74.48222222222222,72.20833333333334
12:05.5,39569.26424,74.96333333333332,73.33615384615385,59.779090909090904,73.33454545454543,72.872,74.47444444444444,72.19833333333332
14:11.5,39695.22445,74.95,73.32923076923076,59.86000000000001,73.35363636363635,72.872,74.46777777777778,72.18333333333332
16:19.6,39823.34777,74.94916666666666,73.33307692307692,59.906363636363636,73.3372727272727,72.874,74.46333333333334,72.15333333333332
18:27.6,39951.32309,74.95583333333332,73.33769230769231,59.95727272727272,73.34363636363635,72.88,74.46222222222222,72.16333333333334
20:35.6,40079.28441,74.95249999999999,73.35153846153845,59.960909090909105,73.37999999999998,72.904,74.46222222222224,72.19166666666665
22:42.0,40205.73264,74.96416666666666,73.3623076923077,59.81181818181817,73.34818181818181,72.88799999999999,74.44999999999999,72.22333333333331
24:45.5,40329.24271,74.9475,73.36,59.75363636363636,73.32363636363635,72.90899999999999,74.46555555555557,72.225
26:49.1,40452.80578,74.95333333333333,73.3453846153846,59.80818181818181,73.32272727272726,72.90799999999999,74.46333333333334,72.22333333333331
28:56.0,40579.75104,74.94416666666667,73.32923076923076,59.73181818181818,73.31090909090909,72.905,74.45666666666666,72.26833333333333
31:05.5,40709.20444,74.96583333333334,73.3423076923077,59.778181818181814,73.31999999999998,72.90899999999999,74.46555555555557,72.265
33:09.0,40832.76451,74.96583333333334,73.32384615384615,59.84636363636364,73.31636363636362,72.88499999999999,74.43333333333334,72.27499999999999
35:14.6,40958.31669,74.93583333333333,73.28153846153847,59.907272727272726,73.29272727272728,72.848,74.38666666666667,72.23833333333333
37:25.5,41089.19318,74.92749999999998,73.24307692307691,59.91818181818182,73.21454545454546,72.83200000000001,74.32333333333334,72.14999999999999
39:29.1,41212.77424,74.8925,73.18307692307692,59.89818181818182,73.1209090909091,72.79299999999999,74.27666666666667,72.06
41:41.6,41345.28482,74.82166666666667,73.13384615384615,59.91727272727273,73.07272727272726,72.75800000000001,74.24666666666667,71.97333333333334
43:48.1,41471.77906,74.79083333333334,73.08769230769231,59.89090909090908,73.03727272727272,72.737,74.21333333333332,71.87333333333333
46:01.6,41605.3287,74.73583333333333,73.07153846153847,59.83454545454546,72.9681818181818,72.68400000000001,74.13333333333334,71.84333333333333
48:05.3,41729.04877,74.59083333333335,73.03846153846153,59.7890909090909,72.95090909090908,72.641,74.13888888888889,71.86166666666666
50:12.7,41856.39306,74.57916666666667,72.99923076923076,59.80454545454545,72.89999999999999,72.609,74.11333333333334,71.81833333333333
52:18.2,41981.92124,74.58833333333334,72.94923076923077,59.76727272727272,72.8690909090909,72.634,74.09222222222223,71.79166666666667
54:25.6,42109.29352,74.55666666666667,72.93,59.73818181818181,72.87,72.607,74.0488888888889,71.79166666666667
56:27.9,42231.57252,74.55833333333334,72.90538461538462,59.72090909090909,72.86909090909091,72.598,74.03777777777776,71.795
58:34.6,42358.32377,74.53416666666668,72.88692307692307,59.709999999999994,72.86545454545455,72.598,74.01777777777778,71.77333333333333
00:40.3,42484.00995,74.53666666666668,72.88000000000001,59.699090909090906,72.84454545454545,72.586,74.03555555555555,71.76333333333334
02:49.7,42613.38635,74.55666666666666,72.89461538461538,59.711818181818174,72.84545454545454,72.595,73.97222222222223,71.74166666666667
04:53.0,42736.73041,74.56416666666667,72.88000000000001,59.711818181818174,72.89363636363636,72.57600000000001,73.97333333333333,71.76833333333333
07:04.6,42868.36508,74.54833333333335,72.86153846153846,59.70999999999999,72.88545454545455,72.557,74.0111111111111,71.77
09:21.6,43005.32191,74.54333333333334,72.85692307692307,59.697272727272725,72.91272727272727,72.56199999999998,74.04777777777777,71.77666666666667
11:29.7,43133.42624,74.56166666666667,72.84230769230768,59.692727272727275,72.89181818181818,72.566,74.07222222222221,71.79
13:36.3,43260.00848,74.53999999999999,72.82384615384616,59.712727272727285,72.89090909090909,72.60499999999999,74.02111111111111,71.79
15:44.6,43388.36982,74.53083333333332,72.83307692307693,59.68363636363636,72.89363636363636,72.592,74.04444444444444,71.81666666666666
18:01.6,43525.29465,74.54916666666666,72.82923076923076,59.718181818181826,72.89818181818181,72.6,74.09222222222222,71.84166666666665
20:09.6,43653.35298,74.5625,72.84,59.722727272727255,72.9309090909091,72.607,74.07555555555555,71.88833333333332
23:09.6,43833.31927,74.56416666666667,72.8453846153846,59.70181818181818,72.92272727272727,72.577,74.06888888888888,71.84666666666666
25:13.2,43956.90034,74.53416666666666,72.84,59.69818181818182,72.92090909090908,72.556,74.0122222222222,71.78833333333334
27:43.7,44107.43395,74.58333333333333,72.84846153846154,59.72727272727272,72.91909090909091,72.52300000000001,74.04666666666665,71.79666666666667
30:16.7,44260.4157,74.58833333333332,72.87384615384615,59.75818181818182,72.93727272727273,72.58099999999999,74.08666666666666,71.855
33:08.2,44431.94051,74.58416666666666,72.88615384615383,59.76909090909092,73.01090909090908,72.65599999999999,74.09777777777778,71.82666666666667
36:07.2,44610.91775,74.63083333333331,72.89692307692309,59.842727272727274,73.02727272727272,72.65299999999999,74.10666666666665,71.88833333333334
38:10.7,44734.45181,74.66833333333332,72.92384615384614,59.870000000000005,73.05999999999999,72.68299999999999,74.13555555555554,71.9
41:02.3,44906.03663,74.6775,72.97538461538461,59.86181818181817,73.05999999999999,72.707,74.15444444444444,71.97833333333334
43:07.7,45031.3838,74.66916666666667,73.00384615384615,59.79363636363635,73.07,72.72200000000001,74.22444444444443,72.03833333333333
45:40.8,45184.49355,74.67416666666666,73.02461538461539,59.66363636363637,73.10636363636364,72.748,74.22666666666666,72.07166666666666
48:32.3,45355.98436,74.70333333333333,73.03,59.73727272727272,73.11999999999999,72.78399999999999,74.26444444444445,72.10333333333334
50:59.7,45503.4458,74.70916666666666,73.08000000000001,59.82181818181818,73.14181818181818,72.80699999999999,74.28555555555555,72.13166666666666
53:31.1,45654.82446,74.73,73.07999999999998,59.88454545454545,73.16181818181818,72.837,74.30000000000001,72.11833333333334
55:41.7,45785.46193,74.72583333333331,73.11461538461536,59.9390909090909,73.17090909090908,72.80199999999999,74.35222222222222,72.15166666666667
57:45.2,45908.94299,74.7425,73.16076923076922,59.80181818181818,73.18727272727271,72.815,74.32777777777778,72.17333333333333
59:57.7,46041.38257,74.75083333333333,73.1676923076923,59.711818181818174,73.19636363636363,72.81899999999999,74.36,72.2
02:01.2,46164.95863,74.77916666666665,73.15615384615384,59.72454545454545,73.18818181818182,72.84700000000001,74.33333333333333,72.21
04:04.7,46288.4337,74.78416666666666,73.18307692307692,59.689090909090915,73.19363636363636,72.846,74.38222222222221,72.21
06:57.9,46461.5996,74.79166666666667,73.22384615384615,59.66363636363635,73.17090909090908,72.83699999999999,74.40666666666668,72.23
09:53.2,46636.90366,74.785,73.23461538461537,59.77454545454545,73.16090909090909,72.85199999999999,74.42333333333335,72.16499999999999
12:07.2,46770.93832,74.80916666666667,73.24,59.86636363636364,73.19999999999999,72.844,74.39777777777778,72.19666666666667
14:10.7,46894.40038,74.80916666666667,73.24,59.8609090909091,73.21636363636362,72.87699999999998,74.43555555555555,72.20333333333333
16:14.3,47018.00245,74.81083333333332,73.25153846153844,59.88454545454545,73.20181818181817,72.857,74.4011111111111,72.19500000000001
19:39.4,47223.15819,74.82416666666667,73.25999999999999,59.77090909090908,73.2090909090909,72.879,74.39444444444445,72.22166666666666
22:30.8,47394.48799,74.82083333333333,73.25923076923075,59.66545454545454,73.18636363636364,72.86,74.38888888888889,72.19666666666667
25:22.3,47566.0528,74.80916666666666,73.25846153846153,59.66000000000001,73.18363636363637,72.852,74.43,72.20166666666667
28:13.8,47737.47161,74.81583333333333,73.25923076923075,59.62545454545455,73.18545454545455,72.84900000000002,74.43777777777778,72.3
30:52.7,47896.4637,74.82416666666666,73.24461538461539,59.73727272727272,73.20363636363636,72.871,74.44222222222223,72.31333333333333
33:31.8,48055.5288,74.82249999999999,73.26230769230769,59.84454545454546,73.21000000000002,72.85600000000001,74.48222222222223,72.31666666666666
35:35.7,48179.46689,74.83833333333332,73.28384615384616,59.874545454545455,73.21727272727271,72.862,74.47888888888889,72.28833333333334
37:39.3,48303.01395,74.86166666666666,73.28307692307692,59.91181818181819,73.22272727272725,72.893,74.47888888888889,72.23833333333333
39:42.8,48426.52002,74.86916666666666,73.27923076923076,59.797272727272734,73.21545454545453,72.897,74.47888888888889,72.18666666666665
42:34.3,48598.04183,74.8925,73.2823076923077,59.73545454545456,73.22909090909089,72.89099999999999,74.46444444444445,72.19
45:27.3,48771.00972,74.89083333333333,73.2776923076923,59.711818181818195,73.22545454545453,72.893,74.44222222222224,72.15833333333332
