Time,Time Delta,n_flow,s_flow,e_flow,w_flow,c_flow,b_flow
00:58.2,6153.885067,2428.0,2762.0,5293.0,3190.0,2615.0,4980.0
03:25.2,6300.855473,2363.0,2784.0,5195.0,3209.0,2595.0,4932.0
06:16.8,6472.434287,2422.0,2702.0,5168.0,3136.0,2600.0,4922.0
09:08.5,6644.119231,2333.0,2727.0,5139.0,3172.0,2590.0,4948.0
11:59.7,6815.347025,2330.0,2649.0,5117.0,3118.0,2582.0,4948.0
14:03.3,6938.936094,2351.0,2673.0,5094.0,3093.0,2593.0,4919.0
16:10.3,7065.928357,2406.0,2664.0,5071.0,3093.0,2581.0,4925.0
18:14.7,7190.372475,2398.0,2698.0,5129.0,3085.0,2565.0,4944.0
21:00.3,7355.918944,2291.0,2826.0,5150.0,3098.0,2590.0,4915.0
23:35.3,7510.93981,2181.0,3041.0,5154.0,3064.0,2565.0,4929.0
26:28.3,7683.927705,2269.0,3081.0,5095.0,3072.0,2569.0,4911.0
29:03.3,7838.92357,2241.0,3082.0,5104.0,3062.0,2587.0,4891.0
31:54.7,8010.371376,2266.0,3031.0,5112.0,3191.0,2563.0,4907.0
34:46.4,8182.002193,2264.0,2953.0,5154.0,3056.0,2569.0,4916.0
37:22.3,8337.939112,2186.0,2959.0,5130.0,3056.0,2541.0,4899.0
39:25.8,8461.446176,2171.0,3001.0,5116.0,3097.0,2580.0,4886.0
41:28.2,8583.822176,2110.0,2970.0,5120.0,3129.0,2550.0,4894.0
43:32.3,8707.975277,2076.0,3185.0,5105.0,3211.0,2568.0,4863.0
46:27.8,8883.471315,2192.0,3008.0,5099.0,3229.0,2550.0,4879.0
48:51.7,9027.393547,2156.0,2925.0,5109.0,3107.0,2562.0,4859.0
50:56.8,9152.4697,2182.0,2996.0,5076.0,3175.0,2580.0,4909.0
53:03.1,9278.729922,2139.0,2949.0,5114.0,3219.0,2546.0,4816.0
55:06.8,9402.431997,2109.0,3042.0,5109.0,3207.0,2541.0,4837.0
57:12.9,9528.564212,2083.0,2986.0,5094.0,3231.0,2559.0,4840.0
59:16.3,9651.97027,2146.0,3009.0,5098.0,3327.0,2557.0,4756.0
01:28.9,9784.515851,2098.0,3094.0,5087.0,3394.0,2539.0,4790.0
03:35.0,9910.609064,2186.0,3099.0,5055.0,3409.0,2535.0,4856.0
05:42.8,10038.48738,2133.0,3132.0,5059.0,3425.0,2537.0,4738.0
07:46.6,10162.23855,2068.0,3062.0,5082.0,3436.0,2524.0,4824.0
09:55.1,10290.7409,2045.0,3128.0,5089.0,3382.0,2541.0,4681.0
12:02.9,10418.5172,1955.0,3113.0,5065.0,3293.0,2514.0,4773.0
14:11.9,10547.50758,1999.0,3138.0,4905.0,3474.0,2509.0,4825.0
16:18.4,10674.00882,2007.0,3165.0,4955.0,3451.0,2571.0,4751.0
18:23.8,10799.43899,1954.0,3131.0,4959.0,3453.0,2594.0,4727.0
20:32.9,10928.52638,1835.0,3128.0,4960.0,3461.0,2576.0,4785.0
22:45.1,11060.75194,1774.0,3021.0,4967.0,3414.0,2591.0,4710.0
24:48.9,11184.58502,1764.0,2991.0,4967.0,3414.0,2601.0,4733.0
26:55.4,11311.08126,1830.0,2993.0,4952.0,3396.0,2572.0,4689.0
29:04.9,11440.54666,1811.0,2979.0,4844.0,3413.0,2572.0,4761.0
31:09.7,11565.3668,1796.0,2959.0,4792.0,3375.0,2572.0,4774.0
33:13.6,11689.24589,1706.0,2951.0,4791.0,3439.0,2576.0,4637.0
35:28.8,11824.47262,1713.0,2959.0,4854.0,3555.0,2572.0,4637.0
37:34.0,11949.67378,1686.0,2403.0,4797.0,3505.0,2563.0,4637.0
39:47.0,12082.60839,1649.0,2969.0,4745.0,3392.0,2506.0,4637.0
41:55.0,12210.67171,1709.0,2934.0,4700.0,3455.0,2452.0,4641.0
44:02.8,12338.49402,1707.0,2971.0,4720.0,3424.0,2585.0,4726.0
46:15.0,12470.61058,1706.0,2972.0,4743.0,3414.0,2563.0,4726.0
48:20.9,12596.57978,1725.0,2929.0,4739.0,3212.0,2539.0,4725.0
50:26.1,12721.73994,1584.0,2929.0,4700.0,3201.0,2539.0,4674.0
52:32.9,12848.51919,1547.0,2885.0,4718.0,3253.0,2568.0,4674.0
54:39.1,12974.71141,1544.0,2915.0,4099.0,3464.0,2573.0,4674.0
56:46.3,13101.92969,1957.0,2872.0,5224.0,4364.0,1924.0,4606.0
58:52.9,13228.59693,2174.0,2852.0,5308.0,4661.0,2840.0,4705.0
00:56.6,13352.22,2831.0,3644.0,5382.0,5256.0,3020.0,4734.0
03:11.9,13487.59075,2867.0,3670.0,5299.0,5158.0,3075.0,4745.0
05:29.0,13624.60058,2756.0,3656.0,5255.0,5012.0,3094.0,4774.0
07:35.6,13751.22588,2614.0,3591.0,5303.0,4947.0,3090.0,4850.0
09:57.1,13892.79198,2477.0,3457.0,5252.0,4887.0,3098.0,4836.0
12:03.0,14018.62018,2479.0,3361.0,5129.0,4849.0,3062.0,4842.0
14:06.5,14142.10724,2186.0,3377.0,4937.0,4455.0,3015.0,4815.0
16:13.0,14268.68148,2153.0,3205.0,4872.0,4414.0,3054.0,4749.0
18:16.5,14392.12954,2121.0,3207.0,4861.0,4543.0,3038.0,4749.0
20:23.2,14518.81279,2436.0,3217.0,4508.0,4478.0,3029.0,4820.0
22:27.0,14642.67087,2544.0,3221.0,4803.0,4350.0,3025.0,4724.0
24:30.5,14766.17894,2595.0,3684.0,4959.0,4492.0,3048.0,4735.0
26:47.5,14903.15977,2507.0,3636.0,4837.0,4455.0,3007.0,4756.0
29:03.1,15038.75153,2453.0,3429.0,4800.0,4331.0,3005.0,4705.0
31:06.5,15162.16358,2374.0,3469.0,4669.0,4226.0,3009.0,4776.0
33:14.5,15290.1109,2330.0,3327.0,4504.0,4217.0,3048.0,4707.0
35:21.1,15416.73815,2253.0,3220.0,4442.0,4241.0,2984.0,4721.0
37:47.0,15562.64549,2313.0,3253.0,4369.0,4202.0,3017.0,4794.0
39:56.5,15692.1689,2239.0,3164.0,4285.0,4140.0,2987.0,4747.0
42:09.0,15824.68048,2320.0,3329.0,4254.0,4122.0,2987.0,4751.0
44:16.9,15952.57879,2289.0,3184.0,4228.0,4205.0,3047.0,4720.0
46:20.7,16076.34587,2222.0,3229.0,4227.0,4116.0,3024.0,4831.0
48:27.1,16202.7341,2176.0,3303.0,4247.0,4144.0,2992.0,4735.0
50:41.1,16336.74877,2155.0,3298.0,4277.0,4181.0,2966.0,4786.0
52:43.6,16459.22877,2201.0,3271.0,4208.0,4055.0,2971.0,4785.0
54:49.1,16584.78795,2155.0,3150.0,4082.0,4241.0,2985.0,4769.0
56:51.7,16707.36897,2170.0,3036.0,4150.0,3964.0,2999.0,4826.0
58:57.1,16832.70813,2066.0,2985.0,4150.0,3866.0,2991.0,4830.0
01:00.5,16956.1942,2117.0,2904.0,4105.0,3926.0,3007.0,4833.0
03:12.5,17088.16675,2061.0,2877.0,4064.0,4051.0,2999.0,4817.0
05:16.2,17211.82682,2028.0,3009.0,3887.0,4064.0,3021.0,4771.0
07:23.5,17339.16818,2035.0,2954.0,3979.0,4018.0,2987.0,4825.0
09:32.4,17468.07455,2071.0,2978.0,4006.0,4078.0,2988.0,4843.0
11:36.4,17592.07465,2064.0,3065.0,4051.0,4014.0,2970.0,4826.0
13:42.7,17718.35387,2087.0,3081.0,4080.0,3979.0,2981.0,4768.0
15:47.7,17843.30201,2066.0,2950.0,4146.0,3977.0,2968.0,4683.0
17:53.2,17968.81419,2041.0,3035.0,4150.0,3951.0,2985.0,4756.0
19:56.6,18092.22625,2048.0,3011.0,4118.0,3961.0,2978.0,4744.0
22:00.2,18215.83532,2064.0,2901.0,4094.0,4093.0,3017.0,4722.0
24:07.4,18343.0746,2032.0,2983.0,4120.0,4021.0,3013.0,4735.0
26:12.8,18468.40577,1966.0,2938.0,4076.0,4032.0,3000.0,4760.0
28:19.1,18594.797,2009.0,2927.0,4088.0,4001.0,2980.0,4800.0
30:29.3,18724.92844,1931.0,2948.0,4095.0,4020.0,2983.0,4783.0
32:38.7,18854.34484,1922.0,2937.0,4097.0,4044.0,2962.0,4776.0
34:42.2,18977.89091,1921.0,2986.0,4066.0,4106.0,2940.0,4784.0
36:51.7,19107.38732,1847.0,2889.0,4059.0,3922.0,2977.0,4775.0
39:01.8,19237.44075,1853.0,2878.0,4064.0,3904.0,2956.0,4709.0
41:14.7,19370.31235,1874.0,2943.0,4060.0,3725.0,2972.0,4686.0
43:18.1,19493.71741,1887.0,2931.0,4067.0,3877.0,2990.0,4796.0
45:30.6,19626.27999,1844.0,3014.0,4039.0,3881.0,3010.0,4819.0
47:38.7,19754.31232,1795.0,3000.0,3984.0,3900.0,2995.0,4696.0
49:42.1,19877.73938,1787.0,3035.0,3991.0,3920.0,2986.0,4703.0
51:47.6,20003.28956,1791.0,2988.0,3948.0,3736.0,2976.0,4715.0
53:58.8,20134.49006,1760.0,2983.0,3956.0,3833.0,2965.0,4702.0
56:11.7,20267.31766,1739.0,2985.0,4019.0,3772.0,2952.0,4715.0
56:11.7,20267.31766,1739.0,2985.0,4019.0,3772.0,2952.0,4715.0
09:21.6,21057.20195,1734.0,3037.0,3958.0,3647.0,2965.0,4774.0
11:32.8,21188.42146,1755.0,3024.0,3948.0,3774.0,2960.0,4593.0
11:32.8,21188.42146,1755.0,3024.0,3948.0,3774.0,2960.0,4593.0
24:56.6,21992.22343,1751.0,2986.0,3818.0,3446.0,2924.0,4798.0
27:01.9,22117.5256,1598.0,2952.0,3776.0,3488.0,2926.0,4698.0
29:09.6,22245.2589,1613.0,3029.0,3758.0,3490.0,2922.0,4620.0
31:20.7,22376.3954,1608.0,3061.0,3803.0,3542.0,2922.0,4767.0
33:23.1,22498.7384,1681.0,3011.0,3786.0,3425.0,2907.0,4751.0
35:32.8,22628.43282,1629.0,2968.0,3819.0,3367.0,2896.0,4816.0
37:45.3,22760.9364,1635.0,2828.0,3841.0,3372.0,2908.0,4764.0
39:49.3,22884.94449,1644.0,2907.0,3801.0,3491.0,2918.0,4709.0
41:53.2,23008.84358,1643.0,2883.0,3799.0,3269.0,2929.0,4668.0
44:02.8,23138.44699,1590.0,2896.0,3825.0,3238.0,2923.0,4695.0
46:09.9,23265.58326,1577.0,2790.0,3803.0,3141.0,2931.0,4353.0
48:20.7,23396.34874,1599.0,3004.0,3999.0,3115.0,2923.0,4358.0
50:32.8,23528.4593,1676.0,3006.0,4034.0,3135.0,2925.0,4447.0
52:43.8,23659.41479,1669.0,3047.0,4048.0,3110.0,2926.0,4532.0
55:19.5,23815.1587,1647.0,2975.0,4036.0,3101.0,2913.0,4572.0
57:29.3,23944.98812,1586.0,2936.0,3925.0,3184.0,2913.0,4599.0
59:34.7,24070.35729,1668.0,2789.0,3834.0,3131.0,2929.0,4591.0
02:15.3,24230.90748,1669.0,2694.0,3839.0,3087.0,2933.0,4708.0
04:18.8,24354.41254,1657.0,2679.0,3844.0,3124.0,2958.0,4647.0
06:26.8,24482.44586,1562.0,2884.0,4123.0,3129.0,2914.0,4751.0
08:31.8,24607.49911,1603.0,2807.0,4130.0,3085.0,2916.0,4729.0
11:16.0,24771.6075,1596.0,2728.0,3946.0,3202.0,2916.0,4772.0
13:26.9,24902.56799,1583.0,2732.0,3891.0,3184.0,2894.0,4741.0
15:31.8,25027.49113,1548.0,2784.0,3868.0,3201.0,2888.0,4822.0
17:52.1,25167.78216,1511.0,2785.0,3840.0,3172.0,2911.0,4796.0
20:11.9,25307.51315,1556.0,2853.0,3855.0,3221.0,2889.0,4706.0
22:47.0,25462.62502,1481.0,2880.0,3831.0,3142.0,2896.0,4777.0
24:51.8,25587.44516,1474.0,2838.0,3771.0,3058.0,2864.0,4838.0
26:56.8,25712.49331,1466.0,2807.0,3924.0,3033.0,2870.0,4713.0
29:02.0,25837.64347,1476.0,2807.0,3985.0,3054.0,2864.0,4794.0
31:06.8,25962.42061,1472.0,2772.0,4017.0,3037.0,2865.0,4741.0
33:12.0,26087.60577,1478.0,2815.0,3829.0,3017.0,2854.0,4763.0
35:57.5,26253.11424,1496.0,2865.0,3764.0,3020.0,2891.0,4749.0
38:01.0,26376.6363,1469.0,2876.0,3810.0,3024.0,2881.0,4746.0
40:13.3,26508.95787,1536.0,2829.0,3772.0,2960.0,2876.0,4741.0
42:16.8,26632.43893,1546.0,2808.0,3725.0,3004.0,2848.0,4859.0
44:21.9,26757.54109,1539.0,2793.0,3728.0,2998.0,2852.0,4809.0
46:27.4,26883.09227,1488.0,2702.0,3772.0,3001.0,2866.0,4733.0
48:31.0,27006.63433,1509.0,2833.0,3746.0,2930.0,2866.0,4620.0
50:41.9,27137.52582,1475.0,2874.0,3735.0,2886.0,2863.0,4761.0
53:01.9,27277.52483,1483.0,2890.0,3743.0,2893.0,2857.0,4787.0
55:22.0,27417.66284,1487.0,2890.0,3713.0,2918.0,2860.0,4734.0
57:30.0,27545.68517,1502.0,2864.0,3741.0,2846.0,2857.0,4824.0
59:48.3,27683.96208,1429.0,2791.0,3756.0,2694.0,2871.0,4770.0
02:21.8,27837.47586,1421.0,2742.0,3929.0,2846.0,2835.0,4775.0
04:27.5,27963.13904,1413.0,2699.0,3962.0,2862.0,2866.0,4793.0
06:31.4,28087.08113,1418.0,2739.0,3894.0,2845.0,2856.0,4725.0
08:35.5,28211.19631,1468.0,2826.0,3834.0,2881.0,2885.0,4667.0
10:41.9,28337.55054,1522.0,2786.0,3693.0,2920.0,2875.0,4685.0
13:01.8,28477.49854,1542.0,2723.0,3718.0,2839.0,2861.0,4758.0
15:07.4,28603.03172,1566.0,2655.0,3806.0,2897.0,2852.0,4772.0
17:27.3,28742.99573,1573.0,2592.0,3768.0,2901.0,2860.0,4743.0
19:37.0,28872.60014,1577.0,2581.0,3716.0,2884.0,2866.0,4856.0
21:42.3,28997.92031,1560.0,2582.0,3756.0,2896.0,2867.0,4829.0
24:15.5,29151.18608,1504.0,2609.0,3686.0,3013.0,2854.0,4713.0
26:48.8,29304.48685,1497.0,2601.0,3983.0,2970.0,2863.0,4764.0
28:52.5,29428.13692,1494.0,2522.0,3923.0,3040.0,2860.0,4746.0
31:03.5,29559.13941,1489.0,2531.0,3845.0,3054.0,2874.0,4765.0
33:48.9,29724.57487,1495.0,2560.0,3700.0,3112.0,2867.0,4779.0
36:11.9,29867.57805,1504.0,2551.0,3779.0,3082.0,2853.0,4801.0
38:36.5,30012.15232,1502.0,2541.0,3811.0,3083.0,2847.0,4762.0
41:15.9,30171.57344,1581.0,2444.0,3770.0,3122.0,2848.0,4826.0
43:42.0,30317.6698,1554.0,2514.0,3783.0,3084.0,2842.0,4857.0
46:02.0,30457.6618,1528.0,2456.0,3771.0,3048.0,2844.0,4773.0
48:22.1,30597.72381,1577.0,2464.0,3716.0,3051.0,2834.0,4795.0
50:48.0,30743.65116,1517.0,2495.0,3849.0,3051.0,2853.0,4855.0
53:19.9,30895.56885,1586.0,2503.0,3939.0,3083.0,2847.0,4829.0
55:37.0,31032.66869,1423.0,2385.0,3916.0,3178.0,2851.0,4844.0
57:57.0,31172.6337,1501.0,2449.0,3870.0,2991.0,2842.0,4820.0
00:20.0,31315.69288,1490.0,2493.0,4076.0,3127.0,2840.0,4845.0
02:47.6,31463.20332,1474.0,2507.0,4079.0,3050.0,2855.0,4857.0
04:51.0,31586.61238,1452.0,2446.0,4015.0,2997.0,2871.0,4854.0
07:11.0,31726.61951,1482.0,2494.0,3958.0,3019.0,2858.0,4820.0
09:14.5,31850.17158,1567.0,2544.0,3977.0,3209.0,2857.0,4896.0
12:08.2,32023.89452,1551.0,2459.0,3956.0,3010.0,2918.0,4814.0
14:59.5,32195.18831,1487.0,2448.0,4004.0,3186.0,2886.0,4841.0
17:02.9,32318.57637,1393.0,2449.0,3961.0,3104.0,2891.0,4853.0
19:54.8,32490.4182,1514.0,2485.0,4019.0,3116.0,2911.0,4748.0
22:27.0,32642.66791,1644.0,2510.0,3999.0,3103.0,2891.0,4906.0
25:02.2,32797.83478,1445.0,2471.0,4018.0,3037.0,2936.0,4859.0
27:29.5,32945.19921,1469.0,2570.0,4033.0,3162.0,2917.0,4885.0
29:33.0,33068.68028,1378.0,2518.0,4053.0,3139.0,2947.0,4829.0
32:02.1,33217.7208,1482.0,2472.0,4110.0,3258.0,2969.0,4799.0
34:08.6,33344.20403,1508.0,2547.0,4090.0,3150.0,2974.0,4823.0
37:00.1,33515.70684,1523.0,2555.0,4047.0,3218.0,2947.0,4817.0
39:02.5,33638.12485,1562.0,2468.0,3990.0,3239.0,2958.0,4836.0
41:12.0,33767.67326,1494.0,2451.0,3973.0,3009.0,2961.0,4842.0
43:26.2,33901.79993,1513.0,2433.0,4056.0,2986.0,2983.0,4806.0
45:52.0,34047.69727,1476.0,2493.0,4001.0,3025.0,3003.0,4819.0
47:55.5,34171.19734,1422.0,2629.0,4035.0,3011.0,2972.0,4804.0
50:03.6,34299.26966,1455.0,2315.0,3907.0,2994.0,2966.0,4812.0
52:28.1,34443.73392,1400.0,2647.0,3924.0,2920.0,2963.0,4897.0
55:13.1,34608.72136,1391.0,2533.0,3975.0,2954.0,2954.0,4824.0
57:16.7,34732.30843,1389.0,2572.0,3947.0,2976.0,2950.0,4836.0
00:08.2,34903.82424,1462.0,2537.0,3940.0,2996.0,2986.0,4838.0
02:32.2,35047.84648,1454.0,2586.0,3911.0,2934.0,3012.0,4890.0
05:15.7,35211.36183,1409.0,2535.0,3898.0,3058.0,3001.0,4839.0
07:32.1,35347.75071,1493.0,2545.0,3868.0,2957.0,3011.0,4787.0
10:02.2,35497.8643,1459.0,2425.0,3934.0,2948.0,3000.0,4776.0
12:32.1,35647.76187,1396.0,2460.0,3943.0,2838.0,3052.0,4838.0
15:02.3,35797.94346,1394.0,2474.0,3872.0,2794.0,3064.0,4815.0
17:04.8,35920.44647,1403.0,2521.0,3830.0,2695.0,3053.0,4767.0
19:22.2,36057.87433,1406.0,2435.0,3864.0,2968.0,3027.0,4817.0
21:26.2,36181.87042,1368.0,2531.0,3798.0,2772.0,3055.0,4794.0
23:56.1,36331.789,1360.0,2144.0,3804.0,2736.0,3035.0,4827.0
26:32.4,36488.00293,1465.0,2212.0,3883.0,2778.0,3042.0,4722.0
28:56.7,36632.32118,1498.0,2265.0,3917.0,2784.0,3026.0,4895.0
31:25.9,36781.54372,1470.0,2347.0,4099.0,2811.0,3050.0,4874.0
33:32.2,36907.80894,1418.0,2319.0,3947.0,2768.0,3061.0,4732.0
35:35.8,37031.43001,1406.0,2314.0,3894.0,2724.0,3019.0,4793.0
37:39.2,37154.87207,1395.0,2167.0,3896.0,2789.0,3062.0,4807.0
40:00.6,37296.25516,1394.0,2259.0,3950.0,2802.0,3043.0,4782.0
42:22.2,37437.87426,1408.0,2254.0,3959.0,2815.0,3096.0,4831.0
45:13.7,37609.31407,1398.0,2260.0,3932.0,2787.0,3058.0,4814.0
47:43.7,37759.31265,1396.0,2303.0,3877.0,2803.0,3056.0,4880.0
50:12.1,37907.77214,1385.0,2302.0,4066.0,2755.0,3084.0,4795.0
52:42.4,38058.02873,1334.0,2291.0,4032.0,2704.0,3095.0,4752.0
55:02.2,38197.84073,1406.0,2247.0,4021.0,2685.0,3071.0,4792.0
57:45.8,38361.44509,1382.0,2267.0,3997.0,2680.0,3058.0,4801.0
00:28.1,38523.76337,1325.0,2241.0,4024.0,2650.0,3056.0,4877.0
03:38.2,38713.86924,1339.0,2286.0,4025.0,2666.0,3072.0,4848.0
06:04.8,38860.47963,1352.0,2274.0,3981.0,2639.0,3063.0,4781.0
06:04.8,38860.47963,1352.0,2274.0,3981.0,2639.0,3063.0,4781.0
19:58.8,39694.45347,1339.0,2193.0,3929.0,2501.0,3079.0,4793.0
22:20.9,39836.5136,1352.0,2100.0,3880.0,2538.0,3076.0,4816.0
24:24.2,39959.84765,1343.0,2115.0,3938.0,2515.0,3069.0,4790.0
26:36.9,40092.56624,1423.0,2090.0,3973.0,2501.0,3076.0,4771.0
28:40.3,40215.9903,1408.0,2049.0,3947.0,2516.0,3077.0,4754.0
30:47.3,40342.92556,1393.0,2202.0,3910.0,2540.0,3069.0,4780.0
32:55.0,40470.63587,1384.0,2122.0,3993.0,2531.0,3064.0,4750.0
35:01.8,40597.42712,1385.0,2148.0,3960.0,2500.0,3052.0,4837.0
37:08.3,40723.93035,1449.0,2156.0,3956.0,2506.0,3059.0,4811.0
39:38.8,40874.40396,1440.0,2285.0,3733.0,2536.0,3045.0,4698.0
41:42.2,40997.86502,1474.0,2272.0,3789.0,2564.0,3065.0,4787.0
43:54.8,41130.4196,1455.0,2227.0,3693.0,2546.0,3053.0,4779.0
45:58.3,41253.96467,1443.0,2239.0,3713.0,2511.0,3057.0,4788.0
48:27.4,41403.0232,1425.0,2248.0,3667.0,2525.0,3055.0,4744.0
50:31.0,41526.60226,1455.0,2221.0,3791.0,2540.0,3071.0,4745.0
52:42.9,41658.54681,1441.0,2218.0,3667.0,2562.0,3070.0,4763.0
54:46.4,41782.01287,1427.0,2205.0,3787.0,2525.0,3107.0,4746.0
56:53.8,41909.43916,1408.0,2192.0,3806.0,2477.0,3077.0,4782.0
59:04.9,42040.50966,1374.0,2181.0,3789.0,2587.0,3081.0,4739.0
01:08.4,42164.02572,1457.0,2210.0,3814.0,2539.0,3077.0,4791.0
03:22.3,42297.94938,1430.0,2231.0,3805.0,2477.0,3123.0,4708.0
05:42.8,42438.49542,1417.0,2162.0,3838.0,2458.0,3112.0,4680.0
07:58.4,42574.02018,1380.0,2185.0,3823.0,2462.0,3109.0,4800.0
10:09.3,42704.96067,1324.0,2225.0,3805.0,2531.0,3123.0,4784.0
12:23.4,42839.00534,1405.0,2213.0,3911.0,2494.0,3124.0,4815.0
14:30.7,42966.39662,1405.0,2196.0,3866.0,2368.0,3115.0,4797.0
16:44.2,43099.88826,1375.0,2237.0,3840.0,2371.0,3107.0,4784.0
18:50.8,43226.4855,1355.0,2262.0,3930.0,2346.0,3118.0,4752.0
20:54.4,43350.00756,1356.0,2086.0,3781.0,2340.0,3145.0,4774.0
23:07.0,43482.68815,1423.0,2271.0,3793.0,2335.0,3151.0,4788.0
25:10.4,43606.08421,1384.0,2224.0,3812.0,2333.0,3158.0,4793.0
27:28.8,43744.46713,1350.0,2183.0,3890.0,2340.0,3170.0,4812.0
29:33.4,43869.02325,1274.0,2136.0,3842.0,2372.0,3158.0,4813.0
31:46.8,44002.45388,1360.0,2210.0,3873.0,2339.0,3194.0,4837.0
33:53.9,44129.59915,1372.0,2207.0,3735.0,2329.0,3187.0,4840.0
36:05.5,44261.15068,1342.0,2294.0,3708.0,2339.0,3188.0,4812.0
38:15.9,44391.50913,1272.0,2222.0,3618.0,2368.0,3200.0,4860.0
40:26.9,44522.51663,1271.0,2226.0,3665.0,2338.0,3194.0,4767.0
42:30.3,44645.98169,1278.0,2257.0,3664.0,2363.0,3167.0,4784.0
44:37.0,44772.65493,1295.0,2242.0,3744.0,2402.0,3181.0,4793.0
46:40.4,44896.04799,1301.0,2288.0,3773.0,2376.0,3153.0,4877.0
49:06.4,45042.06734,1279.0,2306.0,3757.0,2362.0,3186.0,4835.0
51:13.3,45168.9466,1272.0,2345.0,3729.0,2344.0,3170.0,4817.0
53:16.9,45292.49967,1297.0,2332.0,3661.0,2402.0,3169.0,4779.0
55:20.4,45416.07774,1278.0,2317.0,3527.0,2412.0,3164.0,4810.0
57:38.2,45553.82061,1273.0,2269.0,3647.0,2410.0,3170.0,4859.0
59:41.8,45677.49169,1276.0,2304.0,3652.0,2424.0,3168.0,4819.0
01:48.4,45804.07193,1272.0,2305.0,3652.0,2418.0,3169.0,4826.0
03:54.0,45929.66011,1328.0,2166.0,3654.0,2440.0,3162.0,4759.0
06:10.9,46066.50294,1339.0,2080.0,3664.0,2374.0,3167.0,4812.0
08:23.0,46198.66159,1332.0,2226.0,3671.0,2432.0,3164.0,4782.0
10:33.4,46329.09105,1254.0,2170.0,3651.0,2374.0,3129.0,4846.0
12:43.1,46458.70747,1253.0,2153.0,3583.0,2380.0,3139.0,4790.0
15:28.1,46623.73591,1209.0,2076.0,3634.0,2288.0,3130.0,4763.0
17:58.5,46774.18251,1267.0,2190.0,3602.0,2350.0,3126.0,4822.0
20:02.1,46897.70258,1316.0,2122.0,3606.0,2378.0,3130.0,4841.0
22:34.0,47049.62427,1313.0,2115.0,3563.0,2183.0,3123.0,4848.0
24:52.1,47187.73717,1303.0,2250.0,3627.0,2268.0,3136.0,4748.0
27:02.9,47318.58565,1334.0,2292.0,3649.0,2326.0,3133.0,4804.0
29:39.0,47474.67058,1311.0,2243.0,3695.0,2363.0,3161.0,4867.0
31:53.0,47608.66124,1223.0,2240.0,3603.0,2372.0,3212.0,4873.0
33:58.0,47733.66039,1260.0,2166.0,3712.0,2317.0,3206.0,4862.0
36:18.1,47873.7154,1275.0,2238.0,3679.0,2525.0,3235.0,4848.0
38:45.5,48021.16983,1272.0,2094.0,3675.0,2299.0,3267.0,4866.0
41:20.5,48176.1557,1280.0,2103.0,3704.0,2367.0,3271.0,4899.0
43:24.0,48299.66376,1274.0,2225.0,3548.0,2393.0,3234.0,4863.0
45:56.1,48451.70346,1277.0,2243.0,3708.0,2354.0,3279.0,4859.0
48:14.6,48590.20238,1228.0,2350.0,3685.0,2300.0,3266.0,4877.0
50:42.9,48738.54187,1263.0,2344.0,3717.0,2309.0,3260.0,4883.0
53:11.4,48887.04436,1216.0,2298.0,3669.0,2399.0,3268.0,4858.0
55:15.9,49011.58548,1239.0,2172.0,3668.0,2418.0,3287.0,4877.0
57:19.4,49135.05255,1275.0,2216.0,3690.0,2478.0,3301.0,4898.0
59:44.1,49279.76582,1273.0,2257.0,3692.0,2405.0,3283.0,4860.0
02:20.7,49436.31978,1219.0,2225.0,3659.0,2324.0,3287.0,4882.0
04:24.1,49559.74684,1209.0,2349.0,3615.0,2400.0,3294.0,4869.0
06:53.1,49708.76036,1256.0,2360.0,3590.0,2490.0,3282.0,4843.0
09:13.1,49848.79347,1216.0,2297.0,3750.0,2511.0,3286.0,4864.0
11:18.1,49973.70461,1203.0,2280.0,3698.0,2534.0,3299.0,4795.0
13:35.2,50110.80845,1251.0,2270.0,3737.0,2599.0,3320.0,4794.0
16:04.2,50259.84098,1196.0,2233.0,3741.0,2548.0,3287.0,4797.0
18:33.1,50408.70349,1235.0,2257.0,3784.0,2534.0,3268.0,4756.0
20:51.9,50547.51843,1231.0,2302.0,3556.0,2561.0,3275.0,4800.0
22:54.3,50669.91443,1231.0,2186.0,3585.0,2525.0,3299.0,4790.0
25:23.3,50818.91796,1303.0,2157.0,3605.0,2509.0,3327.0,4751.0
27:53.6,50969.23555,1246.0,2104.0,3555.0,2515.0,3309.0,4824.0
30:18.1,51113.70282,1270.0,2251.0,3570.0,2489.0,3319.0,4776.0
32:23.2,51238.87198,1227.0,2262.0,3571.0,2493.0,3301.0,4738.0
34:58.1,51393.78884,1241.0,2176.0,3537.0,2483.0,3309.0,4706.0
37:21.1,51536.72301,1242.0,2235.0,3528.0,2452.0,3311.0,4735.0
39:51.1,51686.7866,1243.0,2089.0,3559.0,2450.0,3311.0,4741.0
41:54.7,51810.38667,1236.0,2284.0,3618.0,2464.0,3325.0,4780.0
44:13.0,51948.65357,1329.0,2294.0,3612.0,2445.0,3326.0,4798.0
46:33.1,52088.73659,1249.0,2033.0,3511.0,2446.0,3312.0,4797.0
49:06.1,52241.78334,1246.0,2095.0,3565.0,2444.0,3299.0,4702.0
51:36.7,52392.30595,1203.0,2250.0,3635.0,2443.0,3300.0,4734.0
53:43.0,52518.66418,1187.0,2221.0,3613.0,2462.0,3289.0,4754.0
55:48.3,52643.90534,1256.0,2259.0,3598.0,2480.0,3285.0,4766.0
