Time,Time Delta,n_flow,s_flow,e_flow,w_flow,c_flow,b_flow
48:08.1,103811.3353,1529.0,2901.0,4158.0,2752.0,2807.0,2968.0
2017-02-15 15:15:32.821190,0,1604.0,1792.0,4067.0,3065.0,2073.0,3940.0
2017-02-15 15:17:37.893343,125.072153,1623.0,1822.0,3961.0,3022.0,2060.0,3914.0
2017-02-15 15:19:46.946725,254.125535,1582.0,1844.0,3852.0,2883.0,2079.0,3848.0
2017-02-15 15:21:56.834154,384.012964,1649.0,1785.0,3617.0,2869.0,2054.0,3923.0
2017-02-15 15:24:06.819589,513.998399,1660.0,1713.0,3573.0,2740.0,2068.0,3992.0
2017-02-15 15:26:22.357341,649.536151,1713.0,1699.0,3617.0,2860.0,2058.0,3725.0
2017-02-15 15:28:42.386350,789.56516,1719.0,1719.0,3538.0,2652.0,2060.0,3838.0
2017-02-15 15:30:50.324668,917.503478,1651.0,1765.0,3660.0,2845.0,2098.0,3853.0
2017-02-15 15:32:53.865734,1041.044544,1644.0,1760.0,3575.0,2661.0,2095.0,3783.0
2017-02-15 15:35:18.275994,1185.454804,1653.0,1717.0,3587.0,2561.0,2106.0,3687.0
2017-02-15 15:37:29.570503,1316.749313,1627.0,1703.0,3576.0,2723.0,2109.0,3733.0
2017-02-15 15:39:34.906672,1442.085482,1713.0,1652.0,3558.0,2800.0,2045.0,3738.0
2017-02-15 15:41:44.969111,1572.147921,1715.0,1698.0,3574.0,2794.0,2040.0,3844.0
2017-02-15 15:44:33.985779,1741.164589,1779.0,1707.0,3608.0,2742.0,2112.0,3849.0
2017-02-15 15:48:18.844640,1966.02345,1671.0,1704.0,3560.0,2660.0,2069.0,3838.0
2017-02-15 15:50:22.917736,2090.096546,1728.0,1745.0,3584.0,2818.0,2075.0,3811.0
2017-02-15 15:52:32.498148,2219.676958,1679.0,1692.0,3547.0,2815.0,2063.0,3833.0
2017-02-15 15:54:34.825145,2342.003955,1665.0,1686.0,3713.0,2835.0,2060.0,3749.0
2017-02-15 15:56:38.889241,2466.068051,1772.0,1689.0,3697.0,2799.0,2055.0,3698.0
2017-02-15 15:58:42.933336,2590.112146,1773.0,1721.0,3651.0,2666.0,2057.0,3743.0
58:42.9,2590.112146,1773.0,1721.0,3651.0,2666.0,2057.0,3743.0
00:46.9,2714.066235,1785.0,1696.0,3929.0,2700.0,2045.0,3743.0
03:19.1,2866.310943,1718.0,1709.0,3965.0,2683.0,2059.0,3799.0
05:24.4,2991.61011,1702.0,1675.0,3927.0,2616.0,2062.0,3722.0
07:32.1,3119.320509,1655.0,1665.0,3946.0,2508.0,2084.0,3684.0
09:46.9,3254.115219,1657.0,1651.0,3697.0,2506.0,2076.0,3609.0
11:58.9,3386.096768,1784.0,1640.0,3907.0,2526.0,2051.0,3485.0
14:08.8,3516.025199,1765.0,1655.0,3862.0,2431.0,2042.0,3514.0
16:24.4,3651.617955,1746.0,1694.0,3801.0,2502.0,2107.0,3686.0
18:27.9,3775.102018,1708.0,1716.0,3812.0,2506.0,2103.0,3609.0
20:40.5,3907.697602,1705.0,1681.0,3872.0,2459.0,2041.0,3602.0
22:47.4,4034.59186,1692.0,1667.0,3847.0,2435.0,2072.0,3716.0
24:53.0,4160.226045,1707.0,1681.0,3796.0,2453.0,2095.0,3546.0
26:58.0,4285.165192,1667.0,1707.0,3740.0,2440.0,2064.0,3583.0
29:10.6,4417.788777,1614.0,1691.0,3759.0,2440.0,2045.0,3568.0
31:17.6,4544.802042,1676.0,1678.0,3766.0,2470.0,2050.0,3505.0
33:36.4,4683.608981,1617.0,1699.0,3802.0,2331.0,2044.0,3465.0
35:40.0,4807.130046,1679.0,1748.0,3885.0,2391.0,2049.0,3424.0
37:58.5,4945.66197,1650.0,1716.0,3954.0,2327.0,2038.0,3520.0
40:06.4,5073.627289,1635.0,1902.0,3879.0,2432.0,2066.0,3513.0
42:20.6,5207.74196,1613.0,1939.0,3931.0,2613.0,2060.0,3458.0
44:24.2,5331.369031,1525.0,1885.0,3918.0,2360.0,2076.0,3633.0
46:36.6,5463.745602,1688.0,1857.0,3888.0,2322.0,2078.0,3593.0
48:40.0,5587.202664,1761.0,1766.0,3838.0,2264.0,2067.0,3614.0
50:51.0,5718.189156,1524.0,1709.0,3805.0,2167.0,2076.0,3469.0
52:54.5,5841.729222,1494.0,1752.0,3758.0,2082.0,2087.0,3477.0
55:00.8,5967.998444,1421.0,1792.0,3769.0,2056.0,2097.0,3502.0
57:07.3,6094.49968,1453.0,1897.0,3676.0,2026.0,2080.0,3349.0
59:22.5,6229.65341,1545.0,1925.0,3664.0,2173.0,2068.0,3406.0
01:28.8,6355.944633,1622.0,1673.0,3732.0,2109.0,2037.0,3496.0
03:42.5,6489.672282,1391.0,1711.0,3776.0,1939.0,2044.0,3524.0
05:48.5,6615.669489,1331.0,1814.0,3786.0,2044.0,2070.0,3541.0
08:00.5,6747.673128,1439.0,1767.0,3745.0,2061.0,2054.0,3525.0
10:02.8,6870.019126,1594.0,1697.0,3786.0,2141.0,2031.0,3482.0
12:16.7,7003.875782,1441.0,1816.0,3775.0,2217.0,2057.0,3440.0
14:20.1,7127.293841,1328.0,1773.0,3780.0,2196.0,2060.0,3277.0
16:32.6,7259.740416,1325.0,1722.0,3796.0,2313.0,2072.0,3280.0
18:41.8,7389.016811,1392.0,1679.0,3680.0,2256.0,2049.0,3414.0
20:52.6,7519.743288,1444.0,1682.0,3642.0,2329.0,2048.0,3500.0
22:58.5,7645.706492,1397.0,1719.0,3640.0,2309.0,2050.0,3248.0
25:10.7,7777.866052,1385.0,1727.0,3663.0,2306.0,2059.0,3301.0
27:24.7,7911.837714,1331.0,1715.0,3695.0,2350.0,2066.0,3322.0
29:36.6,8043.801262,1262.0,1601.0,3721.0,2346.0,2069.0,3340.0
31:50.1,8177.324899,1258.0,1583.0,3665.0,2275.0,2051.0,3447.0
34:01.0,8308.210385,1305.0,1601.0,3511.0,2299.0,2025.0,3468.0
36:13.4,8440.579957,1329.0,1609.0,3434.0,2212.0,2049.0,3468.0
38:17.2,8564.377037,1324.0,1593.0,3389.0,2215.0,2070.0,3475.0
40:38.7,8705.86413,1311.0,1598.0,3461.0,2263.0,2072.0,3386.0
42:42.1,8829.286189,1303.0,1470.0,3508.0,2248.0,2077.0,3209.0
44:54.6,8961.777767,1231.0,1487.0,3539.0,2290.0,2026.0,3171.0
46:58.2,9085.344835,1215.0,1497.0,3565.0,2319.0,2015.0,3205.0
49:10.5,9217.702405,1166.0,1618.0,3546.0,2399.0,2068.0,3389.0
51:24.6,9351.819076,1165.0,1540.0,3546.0,2289.0,2054.0,3372.0
53:32.7,9479.841399,1171.0,1512.0,3548.0,2305.0,2053.0,3472.0
55:40.6,9607.797718,1279.0,1515.0,3530.0,2623.0,2052.0,3463.0
57:47.4,9734.533967,1172.0,1551.0,3538.0,2531.0,2010.0,3470.0
59:56.8,9863.953369,1277.0,1554.0,3527.0,2399.0,2028.0,3425.0
02:10.6,9997.765022,1128.0,1569.0,3638.0,2342.0,2056.0,3378.0
04:17.1,10124.30626,1088.0,1578.0,3559.0,2374.0,2056.0,3302.0
06:20.7,10247.85033,1078.0,1580.0,3536.0,2344.0,2019.0,3382.0
08:34.6,10381.77608,1120.0,1553.0,3536.0,2422.0,2026.0,3439.0
10:38.2,10505.37015,1115.0,1595.0,3620.0,2387.0,2044.0,3444.0
12:44.7,10631.83138,1228.0,1585.0,3575.0,2451.0,2016.0,3466.0
14:48.2,10755.42345,1111.0,1578.0,3349.0,2411.0,2013.0,3393.0
16:54.6,10881.77968,1046.0,1578.0,3349.0,2469.0,2014.0,3318.0
16:54.6,10881.77968,1046.0,1578.0,3349.0,2469.0,2014.0,3318.0
19:02.6,11009.77,1119.0,1568.0,3408.0,2412.0,2002.0,3181.0
21:14.8,11141.99656,1116.0,1523.0,3377.0,2342.0,1996.0,3224.0
23:27.1,11274.30513,1102.0,1513.0,3301.0,2341.0,2004.0,3226.0
25:48.8,11416.02223,1049.0,1573.0,3357.0,2310.0,1997.0,3288.0
27:56.6,11543.81754,1046.0,1486.0,3347.0,2225.0,2004.0,3288.0
30:13.4,11680.57436,1121.0,1522.0,3382.0,2216.0,2017.0,3289.0
32:24.7,11811.87687,1065.0,1489.0,3374.0,2220.0,2018.0,3298.0
34:31.1,11938.32611,1121.0,1475.0,3447.0,2165.0,1995.0,3455.0
37:30.6,12117.82437,1030.0,1464.0,3607.0,2191.0,1994.0,3531.0
39:32.8,12240.01836,1014.0,1530.0,3548.0,2311.0,1997.0,3571.0
42:24.2,12411.35116,1052.0,1566.0,3482.0,2213.0,2003.0,3529.0
44:57.7,12564.88894,1043.0,1554.0,3540.0,2177.0,2041.0,3338.0
47:16.3,12703.48187,984.0,1460.0,3523.0,2152.0,2018.0,3387.0
50:10.3,12877.49182,961.0,1449.0,3368.0,2264.0,2003.0,3227.0
52:13.8,13000.96989,991.0,1477.0,3431.0,2394.0,2006.0,3226.0
55:08.1,13175.32086,1009.0,1485.0,3535.0,2254.0,2036.0,3296.0
57:29.5,13316.70295,1074.0,1482.0,3470.0,2058.0,2016.0,3451.0
00:11.8,13478.93723,1001.0,1489.0,3470.0,2145.0,2026.0,3486.0
03:08.3,13655.45132,1062.0,1487.0,3438.0,2235.0,1990.0,3496.0
06:05.5,13832.69546,1031.0,1483.0,3433.0,2015.0,2012.0,3240.0
08:09.2,13956.38665,942.0,1473.0,3444.0,2147.0,2017.0,3168.0
10:53.4,14120.55504,920.0,1454.0,3456.0,2220.0,1984.0,3242.0
13:48.3,14295.46305,916.0,1452.0,3431.0,2091.0,2025.0,3318.0
16:00.9,14428.05263,946.0,1450.0,3429.0,2257.0,2030.0,3370.0
18:14.4,14561.53026,1026.0,1444.0,3478.0,2099.0,1988.0,3392.0
20:16.6,14683.73525,1000.0,1428.0,3467.0,2054.0,1996.0,3426.0
22:29.8,14816.99188,980.0,1429.0,3486.0,2032.0,2001.0,3351.0
25:21.3,14988.48669,846.0,1473.0,3430.0,2028.0,2005.0,3261.0
27:31.3,15118.47312,847.0,1522.0,3442.0,2220.0,1990.0,3223.0
29:45.4,15252.54079,909.0,1484.0,3494.0,2025.0,1994.0,3273.0
32:29.5,15416.67518,912.0,1480.0,3362.0,1851.0,2007.0,3324.0
34:33.5,15540.65527,913.0,1461.0,3302.0,1867.0,1965.0,3385.0
36:58.3,15685.45255,897.0,1453.0,3320.0,1861.0,1958.0,3360.0
39:22.9,15830.03982,923.0,1475.0,3304.0,1864.0,1991.0,3235.0
41:57.8,15985.02868,911.0,1417.0,3312.0,1862.0,1983.0,3258.0
44:49.3,16156.43949,900.0,1429.0,3239.0,1881.0,1991.0,3403.0
47:12.2,16299.37166,847.0,1463.0,3278.0,1872.0,1993.0,3364.0
49:15.7,16422.91773,842.0,1487.0,3244.0,1762.0,1988.0,3285.0
51:19.3,16546.4888,915.0,1485.0,3260.0,1736.0,1997.0,3278.0
54:13.9,16721.08378,957.0,1505.0,3190.0,1724.0,2007.0,3289.0
56:43.2,16870.39332,851.0,1489.0,3289.0,1736.0,1999.0,3369.0
58:46.9,16994.0564,839.0,1471.0,3286.0,1790.0,1998.0,3433.0
01:30.3,17157.48174,844.0,1461.0,3253.0,1862.0,2011.0,3410.0
04:02.5,17309.65545,837.0,1460.0,3215.0,1822.0,2009.0,3438.0
06:54.1,17481.23626,839.0,1457.0,3219.0,1779.0,2008.0,3351.0
09:45.4,17652.56413,815.0,1411.0,3354.0,1776.0,1983.0,3349.0
12:30.9,17818.0856,830.0,1460.0,3315.0,1723.0,1973.0,3418.0
15:14.4,17981.57195,935.0,1405.0,3338.0,1630.0,1979.0,3479.0
17:33.0,18120.18188,871.0,1440.0,3282.0,1628.0,1982.0,3434.0
20:09.3,18276.47082,851.0,1433.0,3271.0,1654.0,1980.0,3442.0
22:17.6,18404.80616,808.0,1441.0,3262.0,1631.0,1970.0,3608.0
25:14.0,18581.22825,803.0,1443.0,3196.0,1622.0,1979.0,3565.0
27:32.5,18719.70117,803.0,1439.0,3230.0,1599.0,1989.0,3208.0
30:32.0,18899.17144,804.0,1465.0,3204.0,1647.0,1993.0,3285.0
33:26.5,19073.62941,895.0,1484.0,3230.0,1650.0,2009.0,3345.0
36:17.9,19245.04722,878.0,1476.0,3249.0,1822.0,1985.0,3325.0
39:09.4,19416.60303,867.0,1457.0,3263.0,1764.0,2004.0,3562.0
41:59.4,19586.53375,801.0,1441.0,3262.0,1745.0,1991.0,3430.0
44:39.2,19746.4239,877.0,1410.0,3227.0,1752.0,1984.0,3466.0
46:43.0,19870.19597,866.0,1401.0,3182.0,1620.0,1982.0,3407.0
49:00.0,20007.14781,857.0,1392.0,3181.0,1724.0,1967.0,3353.0
51:10.3,20137.52126,854.0,1380.0,3258.0,1782.0,2015.0,3244.0
53:15.3,20262.51341,801.0,1377.0,3188.0,1526.0,2007.0,3176.0
55:26.3,20393.48191,800.0,1384.0,3217.0,1634.0,1972.0,3152.0
57:31.4,20518.55306,799.0,1391.0,3257.0,1616.0,1989.0,3306.0
59:35.1,20642.27614,875.0,1401.0,3231.0,1642.0,2003.0,3577.0
02:04.3,20791.46767,871.0,1402.0,3263.0,1667.0,1985.0,3597.0
04:06.8,20913.96367,853.0,1421.0,3105.0,1668.0,1972.0,3535.0
06:11.5,21038.62981,883.0,1404.0,3154.0,1670.0,1979.0,3528.0
08:15.0,21162.22397,879.0,1411.0,3170.0,1823.0,1958.0,3552.0
10:32.0,21299.2098,871.0,1395.0,3188.0,1682.0,1984.0,3584.0
12:47.5,21434.66355,813.0,1383.0,3209.0,1503.0,2018.0,3162.0
14:49.9,21557.03255,811.0,1380.0,3153.0,1512.0,2002.0,3336.0
16:53.5,21680.66162,801.0,1383.0,3111.0,1525.0,2000.0,3341.0
18:55.8,21802.93261,740.0,1393.0,3134.0,1732.0,1971.0,3353.0
21:03.6,21930.80293,752.0,1344.0,3117.0,1844.0,1991.0,3582.0
23:11.6,22058.79225,762.0,1357.0,3098.0,1806.0,1977.0,3632.0
25:13.9,22181.05424,859.0,1297.0,3165.0,1833.0,1974.0,3542.0
27:22.1,22309.24457,863.0,1348.0,3172.0,1641.0,1999.0,3502.0
29:31.5,22438.63797,852.0,1345.0,3226.0,1679.0,1975.0,3501.0
31:35.2,22562.33005,829.0,1336.0,3211.0,1658.0,1960.0,3570.0
33:41.5,22688.72428,780.0,1326.0,3159.0,1633.0,1963.0,3460.0
35:48.0,22815.16151,767.0,1355.0,3123.0,1542.0,1961.0,3294.0
37:50.5,22937.65451,811.0,1340.0,3115.0,1721.0,1954.0,3375.0
39:55.5,23062.69367,853.0,1326.0,3102.0,1690.0,1959.0,3430.0
42:03.6,23190.81799,836.0,1311.0,3128.0,1670.0,1968.0,3618.0
44:09.5,23316.7232,769.0,1395.0,3135.0,1789.0,1966.0,3552.0
46:21.5,23448.64374,766.0,1404.0,3093.0,1714.0,1975.0,3552.0
48:33.5,23580.69929,716.0,1368.0,3096.0,1774.0,1959.0,3540.0
50:38.4,23705.58544,709.0,1319.0,3077.0,1776.0,1956.0,3264.0
52:48.3,23835.49487,745.0,1296.0,3061.0,1736.0,1964.0,3211.0
54:56.3,23963.52419,753.0,1419.0,3063.0,1756.0,1964.0,3150.0
57:10.0,24097.16884,763.0,1365.0,2980.0,1699.0,1971.0,3161.0
59:12.5,24219.65284,830.0,1289.0,2860.0,1614.0,1966.0,3205.0
01:17.5,24344.71099,831.0,1283.0,2899.0,1606.0,1963.0,3648.0
03:22.2,24469.41813,825.0,1400.0,2971.0,1603.0,1982.0,3704.0
05:27.6,24594.7923,773.0,1410.0,2978.0,1713.0,1974.0,3611.0
07:34.6,24721.74865,775.0,1334.0,2971.0,1622.0,1992.0,3529.0
09:51.6,24858.72948,776.0,1322.0,2916.0,1726.0,1969.0,3547.0
11:57.7,24984.9027,776.0,1320.0,2960.0,1731.0,1990.0,3568.0
14:04.7,25111.88996,781.0,1322.0,2936.0,1725.0,1997.0,3437.0
16:14.1,25241.25236,846.0,1326.0,2963.0,1715.0,1989.0,3279.0
18:23.7,25370.83777,805.0,1360.0,2944.0,1726.0,1989.0,3265.0
20:37.6,25504.79343,748.0,1327.0,2948.0,1723.0,1956.0,3233.0
22:45.5,25632.69875,766.0,1314.0,2955.0,1620.0,2022.0,3341.0
24:56.2,25763.36922,826.0,1297.0,2887.0,1635.0,1977.0,3352.0
27:03.6,25890.77651,784.0,1359.0,2947.0,1618.0,1971.0,3524.0
29:10.6,26017.77978,794.0,1382.0,2893.0,1616.0,1971.0,3659.0
31:14.4,26141.62686,768.0,1266.0,2937.0,1605.0,1972.0,3732.0
33:18.5,26265.68595,828.0,1268.0,2932.0,1601.0,1964.0,3569.0
35:23.6,26390.77511,737.0,1257.0,2907.0,1741.0,1961.0,3425.0
37:28.9,26516.09628,728.0,1258.0,2901.0,1732.0,1958.0,3368.0
39:41.6,26648.80587,725.0,1266.0,2899.0,1620.0,1958.0,3202.0
41:55.6,26782.78253,737.0,1274.0,2868.0,1635.0,1957.0,3141.0
44:02.5,26909.71979,819.0,1275.0,2935.0,1677.0,1986.0,3250.0
46:07.6,27034.81295,802.0,1319.0,2947.0,1633.0,1994.0,3592.0
48:14.4,27161.54219,795.0,1289.0,2932.0,1625.0,1957.0,3612.0
50:25.6,27292.8237,734.0,1292.0,2876.0,1627.0,1963.0,3490.0
52:32.5,27419.66396,811.0,1336.0,2897.0,1661.0,1963.0,3488.0
54:55.6,27562.80515,789.0,1322.0,2951.0,1650.0,1976.0,3475.0
57:02.1,27689.31238,780.0,1319.0,2968.0,1650.0,1982.0,3417.0
59:11.7,27818.9258,721.0,1277.0,2837.0,1686.0,1980.0,3246.0
01:15.3,27942.51086,721.0,1237.0,2818.0,1790.0,1977.0,3204.0
03:45.8,28092.95747,718.0,1184.0,2875.0,1550.0,1961.0,3480.0
05:53.8,28220.96979,723.0,1221.0,2853.0,1534.0,1965.0,3572.0
07:57.2,28344.38894,718.0,1239.0,2831.0,1562.0,1968.0,3557.0
10:21.6,28488.8012,772.0,1224.0,2847.0,1552.0,1956.0,3445.0
12:39.8,28626.9971,802.0,1196.0,2875.0,1645.0,1957.0,3620.0
14:57.7,28764.84299,799.0,1211.0,2846.0,1809.0,1962.0,3617.0
17:10.5,28897.71959,779.0,1243.0,2848.0,1705.0,1966.0,3344.0
19:15.7,29022.87675,780.0,1249.0,2849.0,1671.0,1963.0,3327.0
21:29.7,29156.87341,780.0,1236.0,2859.0,1677.0,1986.0,3223.0
23:43.3,29290.46605,780.0,1236.0,2853.0,1677.0,1983.0,3163.0
25:46.8,29413.94211,735.0,1236.0,2901.0,1648.0,1970.0,3235.0
27:53.3,29540.48235,735.0,1286.0,2914.0,1694.0,1970.0,3581.0
29:55.7,29662.86535,736.0,1252.0,2940.0,1688.0,1961.0,3634.0
32:02.1,29789.24258,732.0,1257.0,2930.0,1649.0,1957.0,3632.0
34:05.7,29912.90065,736.0,1232.0,2936.0,1535.0,1955.0,3588.0
36:15.2,30042.33406,740.0,1224.0,2938.0,1498.0,1961.0,3564.0
38:23.2,30170.35538,735.0,1219.0,2926.0,1488.0,1954.0,3502.0
40:35.3,30302.45093,741.0,1210.0,2816.0,1457.0,2003.0,3321.0
42:47.2,30434.38448,735.0,1249.0,2843.0,1438.0,1960.0,3244.0
44:59.8,30566.97706,738.0,1241.0,2799.0,1437.0,1949.0,3362.0
47:03.5,30690.65214,814.0,1266.0,2854.0,1493.0,1964.0,3479.0
49:11.4,30818.53545,798.0,1266.0,2877.0,1509.0,1959.0,3255.0
51:14.9,30942.04052,779.0,1212.0,2883.0,1341.0,1942.0,3402.0
53:20.2,31067.39269,709.0,1191.0,2910.0,1331.0,1940.0,3560.0
55:37.4,31204.59153,801.0,1167.0,2939.0,1309.0,1951.0,3580.0
57:40.8,31327.95459,689.0,1176.0,2829.0,1437.0,1949.0,3495.0
59:47.5,31454.64384,742.0,1253.0,2842.0,1347.0,1954.0,3338.0
01:50.7,31577.87588,721.0,1248.0,2833.0,1453.0,1940.0,3327.0
03:57.2,31704.42712,725.0,1281.0,2742.0,1556.0,1989.0,3357.0
06:29.3,31856.52882,723.0,1241.0,2803.0,1539.0,1962.0,3428.0
08:35.3,31982.50112,727.0,1192.0,2873.0,1581.0,1976.0,3174.0
10:43.3,32110.43544,722.0,1168.0,2891.0,1555.0,1942.0,3269.0
12:46.9,32234.07351,719.0,1205.0,2885.0,1438.0,1938.0,3586.0
15:04.0,32371.22836,799.0,1215.0,2910.0,1452.0,1939.0,3642.0
17:25.4,32512.62844,792.0,1189.0,2781.0,1262.0,1950.0,3490.0
19:34.9,32642.10385,778.0,1161.0,2936.0,1522.0,1946.0,3433.0
21:41.4,32768.60008,738.0,1151.0,3001.0,1447.0,1944.0,3443.0
23:53.9,32901.04466,738.0,1194.0,3051.0,1398.0,1956.0,3308.0
26:03.4,33030.59107,737.0,1259.0,2981.0,1450.0,1984.0,3225.0
28:23.3,33170.51407,739.0,1215.0,2934.0,1441.0,2010.0,3156.0
30:27.0,33294.22015,736.0,1261.0,2909.0,1463.0,2029.0,3158.0
32:38.5,33425.65667,740.0,1161.0,2910.0,1469.0,1992.0,3388.0
34:43.3,33550.52781,741.0,1270.0,2947.0,1660.0,1994.0,3511.0
36:48.3,33675.52796,737.0,1262.0,2962.0,1645.0,1984.0,3546.0
38:53.3,33800.4891,689.0,1258.0,2880.0,1580.0,1967.0,3647.0
41:01.4,33928.55743,800.0,1202.0,2794.0,1671.0,1931.0,3489.0
43:04.8,34052.01749,791.0,1201.0,2769.0,1904.0,1934.0,3285.0
45:11.5,34178.65073,803.0,1302.0,2736.0,1701.0,1942.0,3201.0
47:25.5,34312.6794,789.0,1118.0,2745.0,1566.0,1977.0,3185.0
49:33.4,34440.59072,741.0,1082.0,2746.0,1529.0,1947.0,3142.0
51:41.5,34568.64304,738.0,1121.0,2773.0,1303.0,1951.0,3148.0
53:48.5,34695.67931,723.0,1167.0,2763.0,1413.0,1946.0,3401.0
55:59.4,34826.56879,721.0,1184.0,2784.0,1415.0,1949.0,3536.0
58:05.4,34952.602,721.0,1169.0,2756.0,1429.0,1943.0,3550.0
00:13.4,35080.57332,741.0,1137.0,2698.0,1430.0,1943.0,3521.0
02:51.9,35239.11639,723.0,1169.0,2740.0,1633.0,1943.0,3502.0
05:13.5,35380.63448,747.0,1141.0,2604.0,1664.0,1952.0,3440.0
07:51.0,35538.19857,736.0,1144.0,2767.0,1475.0,1983.0,3300.0
09:57.5,35664.66881,717.0,1108.0,2769.0,1471.0,1963.0,3246.0
12:05.4,35792.59112,724.0,1161.0,2763.0,1470.0,1975.0,3503.0
14:17.4,35924.59767,733.0,1183.0,2734.0,1575.0,1977.0,3634.0
16:21.0,36048.15874,735.0,1161.0,2724.0,1631.0,1969.0,3634.0
18:28.5,36175.66503,737.0,1139.0,2725.0,1617.0,1960.0,3486.0
20:39.5,36306.65553,715.0,1192.0,2714.0,1692.0,1993.0,3480.0
22:45.4,36432.60673,812.0,1147.0,2653.0,1695.0,1968.0,3413.0
24:53.5,36560.66705,775.0,1150.0,2662.0,1597.0,1951.0,3082.0
26:56.9,36684.12512,790.0,1160.0,2610.0,1574.0,1971.0,3126.0
29:09.5,36816.6787,781.0,1182.0,2627.0,1342.0,1961.0,3207.0
31:30.5,36957.66976,729.0,1164.0,2597.0,1485.0,1953.0,3300.0
34:39.0,37146.13854,724.0,1157.0,2614.0,1458.0,1990.0,3284.0
36:53.0,37280.17421,757.0,1174.0,2586.0,1624.0,2030.0,3435.0
38:56.5,37403.72927,756.0,1168.0,2590.0,1449.0,1974.0,3560.0
41:41.9,37569.09473,754.0,1147.0,2569.0,1432.0,1980.0,3591.0
44:35.1,37742.27664,723.0,1156.0,2581.0,1426.0,1969.0,3369.0
47:55.3,37942.50009,707.0,1147.0,2525.0,1409.0,1937.0,3220.0
50:14.0,38081.19402,785.0,1138.0,2505.0,1505.0,1940.0,3159.0
52:55.2,38242.36824,731.0,1123.0,2549.0,1691.0,1932.0,3056.0
55:46.5,38413.63004,728.0,1142.0,2537.0,1669.0,1943.0,3112.0
57:50.0,38537.1821,723.0,1158.0,2506.0,1669.0,1948.0,3343.0
00:41.5,38708.68391,724.0,1120.0,2471.0,1592.0,1940.0,3438.0
03:35.5,38882.68387,706.0,1132.0,2407.0,1596.0,1896.0,3222.0
06:35.5,39062.70516,707.0,1099.0,2408.0,1598.0,1942.0,3440.0
09:47.2,39254.35422,723.0,1084.0,2475.0,1825.0,1949.0,3448.0
12:53.8,39441.0149,721.0,1155.0,2464.0,1778.0,1922.0,3334.0
15:47.1,39614.25581,794.0,1156.0,2542.0,1456.0,1931.0,3231.0
18:48.6,39795.73819,785.0,1159.0,2516.0,1551.0,1932.0,3308.0
21:42.2,39969.39212,766.0,1180.0,2384.0,1530.0,1929.0,3368.0
24:00.6,40107.79204,768.0,1183.0,2366.0,1476.0,1969.0,3371.0
26:51.6,40278.72981,716.0,1172.0,2510.0,1434.0,1954.0,3227.0
29:43.2,40450.33163,710.0,1101.0,2484.0,1490.0,1941.0,3470.0
32:53.8,40641.01554,749.0,1126.0,2479.0,1584.0,1936.0,3324.0
35:06.1,40773.2441,730.0,1158.0,2414.0,1546.0,1955.0,3283.0
37:32.3,40919.44646,736.0,1169.0,2424.0,1549.0,1959.0,3452.0
40:01.2,41068.38598,735.0,1115.0,2463.0,1561.0,1957.0,3452.0
42:34.6,41221.76275,740.0,1105.0,2479.0,1534.0,1948.0,3325.0
44:52.7,41359.84565,737.0,1118.0,2441.0,1431.0,1940.0,3274.0
46:57.6,41484.7728,631.0,1132.0,2416.0,1496.0,1936.0,3358.0
49:29.6,41636.77049,698.0,1123.0,2430.0,1616.0,1923.0,3552.0
52:21.1,41808.2803,723.0,1122.0,2445.0,1619.0,1922.0,3184.0
54:57.7,41964.87026,728.0,981.0,2459.0,1665.0,1922.0,3346.0
57:31.2,42118.41204,705.0,1246.0,2470.0,1567.0,1925.0,3222.0
59:52.6,42259.75212,707.0,1137.0,2433.0,1573.0,1922.0,3162.0
02:06.7,42393.85979,746.0,1123.0,2450.0,1546.0,1923.0,3070.0
04:13.4,42520.53004,721.0,1090.0,2460.0,1544.0,1925.0,3171.0
06:34.7,42661.86712,724.0,1104.0,2447.0,1560.0,1916.0,3420.0
08:39.7,42786.91846,725.0,1126.0,2490.0,1575.0,1909.0,3511.0
10:59.6,42926.80746,810.0,1105.0,2490.0,1670.0,1922.0,3551.0
13:20.0,43067.17449,822.0,1075.0,2472.0,1648.0,1915.0,3536.0
15:23.7,43190.87756,766.0,1090.0,2465.0,1696.0,1927.0,3139.0
17:34.8,43321.95406,800.0,1085.0,2470.0,1440.0,1957.0,3090.0
20:04.8,43471.93364,779.0,1078.0,2348.0,1435.0,1941.0,3040.0
22:08.2,43595.3577,716.0,1078.0,2461.0,1544.0,1941.0,3111.0
24:14.7,43721.90394,722.0,1093.0,2462.0,1311.0,1940.0,3334.0
26:18.2,43845.401,789.0,1119.0,2484.0,1465.0,1934.0,3526.0
28:38.3,43985.44301,803.0,1121.0,2437.0,1433.0,1929.0,3533.0
30:58.3,44125.49902,785.0,1120.0,2486.0,1465.0,1927.0,3483.0
33:25.8,44273.00146,768.0,1121.0,2461.0,1765.0,1928.0,3453.0
36:22.2,44449.35554,723.0,1095.0,2431.0,1680.0,1929.0,3482.0
39:26.7,44633.8591,803.0,1078.0,2387.0,1614.0,1949.0,3122.0
42:18.2,44805.3439,798.0,1132.0,2383.0,1540.0,1950.0,3083.0
44:58.7,44965.87809,780.0,1129.0,2403.0,1512.0,1927.0,3217.0
47:50.2,45137.36089,730.0,1087.0,2525.0,1603.0,1911.0,3367.0
50:12.6,45279.74904,729.0,1067.0,2372.0,1372.0,1959.0,3174.0
