Time,Time Delta,n_temp,s_temp,e_temp,w_temp,c_temp,b_temp
2017-03-01 20:53:24.638669,73.331275,71.89736842105263,71.75692307692306,72.37357142857142,72.50454545454545,66.61642857142856,0
2017-02-15 15:15:32.821190,0,72.66,72.48769230769231,72.00285714285714,73.10363636363637,66.77499999999999,0
2017-02-15 15:17:37.893343,125.072153,72.67368421052632,72.45538461538462,72.065,73.07727272727271,66.73214285714286,0
2017-02-15 15:19:46.946725,254.125535,72.6778947368421,72.44923076923077,72.275,73.05181818181818,66.73,0
2017-02-15 15:21:56.834154,384.012964,72.69263157894734,72.44846153846153,72.34357142857142,73.04818181818183,66.70928571428573,0
2017-02-15 15:24:06.819589,513.998399,72.70105263157896,72.42692307692306,72.36642857142857,73.07272727272729,66.73714285714286,0
2017-02-15 15:26:22.357341,649.536151,72.68421052631577,72.39692307692307,72.43357142857143,73.09818181818181,66.75214285714286,0
2017-02-15 15:28:42.386350,789.56516,72.64894736842105,72.43230769230769,72.44999999999999,73.07545454545455,66.75857142857144,0
2017-02-15 15:30:50.324668,917.503478,72.60999999999999,72.44307692307692,72.48499999999999,73.05181818181818,66.75642857142859,0
2017-02-15 15:32:53.865734,1041.044544,72.61421052631579,72.43076923076923,72.49285714285715,73.0490909090909,66.73714285714286,0
2017-02-15 15:35:18.275994,1185.454804,72.6136842105263,72.45307692307694,72.52214285714285,73.06818181818181,66.735,0
2017-02-15 15:37:29.570503,1316.749313,72.61894736842105,72.44692307692307,72.55714285714286,73.08818181818182,66.70857142857143,0
2017-02-15 15:39:34.906672,1442.085482,72.61999999999999,72.45,72.55214285714285,73.0809090909091,66.69785714285715,0
2017-02-15 15:41:44.969111,1572.147921,72.61894736842105,72.47384615384615,72.55357142857143,73.07090909090911,66.70285714285716,0
2017-02-15 15:44:33.985779,1741.164589,72.59,72.48076923076923,72.575,73.09,66.72785714285713,0
2017-02-15 15:48:18.844640,1966.02345,72.54684210526315,72.51076923076923,72.59071428571427,73.0909090909091,66.7492857142857,0
2017-02-15 15:50:22.917736,2090.096546,72.53684210526313,72.44,72.62214285714286,73.0490909090909,66.74071428571429,0
2017-02-15 15:52:32.498148,2219.676958,72.55,72.46846153846153,72.61857142857143,73.09545454545454,66.72428571428571,0
2017-02-15 15:54:34.825145,2342.003955,72.55315789473683,72.48153846153846,72.63428571428571,73.0781818181818,66.69500000000001,0
2017-02-15 15:56:38.889241,2466.068051,72.5594736842105,72.46461538461539,72.64714285714287,73.08545454545454,66.68285714285716,0
2017-02-15 15:58:42.933336,2590.112146,72.5257894736842,72.4353846153846,72.64642857142857,73.07545454545453,66.67928571428571,0
58:42.9,2590.112146,72.5257894736842,72.4353846153846,72.64642857142857,73.07545454545453,66.67928571428571,0
00:46.9,2714.066235,72.51105263157893,72.41538461538461,72.67214285714286,73.05363636363636,66.65071428571427,0
03:19.1,2866.310943,72.47894736842105,72.36692307692307,72.64785714285713,73.05,66.65714285714286,0
05:24.4,2991.61011,72.46473684210525,72.38999999999999,72.64214285714286,73.01636363636364,66.66357142857142,0
07:32.1,3119.320509,72.46631578947368,72.37846153846152,72.62357142857142,73.02636363636363,66.66071428571429,0
09:46.9,3254.115219,72.49105263157894,72.36538461538461,72.65785714285714,73.03454545454545,66.67,0
